DATE,Total Liabilities,Federal Reserve Notes Outstanding,U.S. Treasury General Account,Deposits from Dep. Institutions,Other Deposits,Reverse Repos,Other Liabilities
2002-12-31,0.7079515,0.648745,0.0056285,0.021322,0.000363,0.0211505,0.0107425
2003-01-31,0.7075214000000001,0.6460228,0.0056502,0.026136799999999998,0.0005732000000000007,0.0189204,0.010217999999999979
2003-02-28,0.70410825,0.64841725,0.004637,0.02325625,0.000383,0.01771525,0.0096995
2003-03-31,0.706357,0.65160025,0.0049525,0.022239,0.00036025,0.018133,0.009072
2003-04-30,0.7193672,0.6550454,0.008352,0.025664799999999998,0.00039579999999999927,0.0201252,0.009783999999999932
2003-05-31,0.720685,0.65852225,0.0064205,0.0246355,0.0003845,0.0210765,0.00964575
2003-06-30,0.72107575,0.6593095,0.00638725,0.02373775,0.0003955,0.02184425,0.0094015
2003-07-31,0.7240138,0.6618531999999999,0.0060038,0.025747,0.00067,0.020126599999999998,0.009613200000000093
2003-08-31,0.72245125,0.66234625,0.0060235,0.02503625,0.0004995,0.01941575,0.00913
2003-09-30,0.7250965,0.66437775,0.005912,0.0254205,0.00054475,0.01906225,0.00977925
2003-10-31,0.729101,0.6681242,0.0051018,0.0262488,0.0004894000000000015,0.019416,0.009720800000000043
2003-11-30,0.729819,0.6744195,0.00494525,0.02245525,0.00049,0.018561,0.008948
2003-12-31,0.741706,0.6836061999999999,0.0054768,0.0226062,0.0004607999999999993,0.020153599999999997,0.009402400000000045
2004-01-31,0.7418015,0.67843025,0.005825,0.026808,0.00042725,0.02018425,0.01012675
2004-02-29,0.735604,0.680241,0.005297,0.01993075,0.00044225,0.019827,0.009866
2004-03-31,0.737341,0.6807466,0.0051632,0.0231342,0.00039159999999999857,0.019707,0.008198400000000028
2004-04-30,0.7439505,0.6836405,0.00547225,0.02708425,0.000431,0.01937275,0.00794975
2004-05-31,0.744277,0.68683875,0.005051,0.024879,0.000349,0.019242,0.00791725
2004-06-30,0.7516854000000001,0.693418,0.0054216,0.0254828,0.00037979999999999926,0.0189796,0.008003600000000027
2004-07-31,0.75720875,0.7006915,0.0044025,0.0242675,0.00038325,0.019733,0.007731
2004-08-31,0.75179625,0.70085625,0.00450775,0.01788375,0.0004145,0.0208695,0.0072645
2004-09-30,0.765947,0.7042202,0.0055964,0.023931,0.0003461999999999971,0.0240602,0.007793000000000047
2004-10-31,0.76772075,0.70690275,0.00510225,0.02129975,0.000396,0.02533125,0.00868875
2004-11-30,0.7773365,0.714067,0.0047405,0.02216775,0.000402,0.027448,0.00851125
2004-12-31,0.7862594,0.7195452,0.004979,0.024790200000000002,0.00035659999999999853,0.02831,0.008278400000000075
2005-01-31,0.7838965,0.714447,0.00500025,0.02673125,0.000388,0.0286365,0.0086935
2005-02-28,0.7766585,0.7167365,0.00483525,0.01993175,0.0003935,0.02576175,0.00899975
2005-03-31,0.777984,0.7179202,0.0048252,0.0216588,0.00034859999999999855,0.0247852,0.008446000000000047
2005-04-30,0.77864925,0.71928925,0.0049785,0.02117775,0.000388,0.023978,0.00883775
2005-05-31,0.7802015,0.72026975,0.0050535,0.02060175,0.00039325,0.02568325,0.0082
2005-06-30,0.7869826,0.7257426,0.0055572,0.023082599999999998,0.0004076000000000022,0.0238868,0.008305800000000002
2005-07-31,0.78915725,0.72907,0.00460275,0.020627,0.00043625,0.0263835,0.00803775
2005-08-31,0.788074,0.729381,0.0052828,0.0213138,0.00040140000000000146,0.0240638,0.007631199999999997
2005-09-30,0.793609,0.73329225,0.00499025,0.021633,0.00034675,0.024729,0.00861775
2005-10-31,0.79189425,0.73429625,0.00481175,0.01760275,0.00042375,0.02523875,0.009521
2005-11-30,0.7986828,0.7411146,0.0046198,0.018161,0.000359,0.025964,0.008464400000000066
2005-12-31,0.8121035,0.7505705,0.00489975,0.01997075,0.00035425,0.02787525,0.008433
2006-01-31,0.8094185,0.7503945,0.0047705,0.0198075,0.00039625,0.02475175,0.009298
2006-02-28,0.806669,0.751192,0.00463175,0.0188545,0.0003625,0.02326575,0.0083625
2006-03-31,0.81085,0.7533468000000001,0.004431,0.0210858,0.00033979999999999926,0.023869,0.007777599999999955
2006-04-30,0.80984275,0.75515875,0.004963,0.017609,0.0003855,0.0237945,0.007932
2006-05-31,0.813762,0.758992,0.004605199999999999,0.0180908,0.00037279999999999925,0.0237976,0.007903600000000005
2006-06-30,0.81651725,0.75831825,0.005071,0.0191045,0.000332,0.026462,0.0072295
2006-07-31,0.817095,0.759566,0.005162,0.01670125,0.0003795,0.02891975,0.0063665
2006-08-31,0.8143804,0.7582481999999999,0.0045366,0.017614,0.00039019999999999707,0.027360799999999998,0.006230600000000075
2006-09-30,0.8142605,0.75788775,0.004716,0.01628775,0.0003575,0.0284415,0.00657
2006-10-31,0.81931625,0.758417,0.00530275,0.017592,0.0003915,0.030968,0.006645
2006-11-30,0.8284614,0.7659854,0.004677199999999999,0.020088400000000003,0.00040179999999999925,0.031099,0.006209600000000006
2006-12-31,0.8323895,0.7748985,0.00473225,0.0157985,0.000352,0.0298425,0.00676575
2007-01-31,0.8302354000000001,0.771075,0.0056306,0.01626,0.0003628000000000029,0.030303200000000002,0.006603800000000021
2007-02-28,0.835551,0.770017,0.00521375,0.01632725,0.0003645,0.03718875,0.00643975
2007-03-31,0.8358345,0.7704725,0.00476375,0.01586875,0.000327,0.03841375,0.00598875
2007-04-30,0.83458825,0.7720305,0.006804,0.01458175,0.0003875,0.03440125,0.00638325
2007-05-31,0.8426236,0.7740652,0.00863,0.0175732,0.00036020000000000073,0.035351,0.006644000000000029
2007-06-30,0.834178,0.774967,0.00504975,0.016282,0.000333,0.03105625,0.00649
2007-07-31,0.83732125,0.7786735,0.0045155,0.014988,0.00043075,0.03178025,0.00693325
2007-08-31,0.8333416,0.7759636,0.0049602,0.0155558,0.00036859999999999855,0.030957,0.005536400000000001
2007-09-30,0.844246,0.7755695,0.00476875,0.0226645,0.000332,0.03503125,0.00588
2007-10-31,0.8425948000000001,0.777939,0.004792,0.017677,0.0005455999999999985,0.0359072,0.005734000000000051
2007-11-30,0.8498575,0.78416775,0.00511925,0.018927,0.000385,0.035179,0.0060795
2007-12-31,0.84897825,0.7855095,0.00463175,0.0147425,0.000395,0.0378465,0.005853
2008-01-31,0.857239,0.7795968000000001,0.005653399999999999,0.027078,0.0003857999999999956,0.0393482,0.005176799999999967
2008-02-29,0.843521,0.779,0.004862,0.0149815,0.000392,0.03910025,0.00518525
2008-03-31,0.850055,0.780964,0.00508775,0.01661925,0.00040375,0.0419935,0.00498675
2008-04-30,0.8465598000000001,0.7779408000000001,0.0049178,0.017463,0.0004097999999999993,0.040223,0.005605399999999994
2008-05-31,0.852464,0.7828155,0.00464625,0.02114375,0.00037,0.038384,0.0051045
2008-06-30,0.8550845,0.7869995,0.00450675,0.01677525,0.00035925,0.04143325,0.0050105
2008-07-31,0.865476,0.7947964000000001,0.0047041999999999995,0.0181702,0.0003963999999999978,0.042397199999999996,0.005011599999999991
2008-08-31,0.86581925,0.7950865,0.00491975,0.01651175,0.00043,0.043686,0.00518525
2008-09-30,0.9683845,0.79820925,0.00542625,0.05685175,0.04681575,0.0558395,0.005242
2008-10-31,1.6865362,0.8155555999999999,0.0219828,0.2574722,0.4923974,0.0937746,0.005353599999999889
2008-11-30,2.103343,0.829757,0.03936225,0.5849075,0.54211825,0.10041275,0.00678525
2008-12-31,2.1795264,0.8434034,0.088723,0.7828334,0.3683617999999999,0.0865366,0.00966820000000004
2009-01-31,1.992037,0.84725525,0.04482025,0.80558775,0.20607575,0.078747,0.009551
2009-02-28,1.8400705,0.85638125,0.028396,0.6643315,0.20865325,0.071513,0.0107955
2009-03-31,1.94035625,0.86214025,0.0648225,0.71373025,0.22148525,0.06727525,0.01090275
2009-04-30,2.0775136,0.8643728,0.062458,0.8605318000000001,0.21100519999999995,0.067494,0.011651800000000047
2009-05-31,2.09117175,0.8669655,0.04420675,0.89739775,0.20687275,0.06741875,0.00831025
2009-06-30,2.0102655,0.86799975,0.066621,0.78736475,0.21152825,0.0691425,0.00760925
2009-07-31,1.9726131999999998,0.8708354,0.0599424,0.7625502,0.204576,0.067857,0.006852199999999837
2009-08-31,1.98457775,0.8717115,0.0376005,0.79560925,0.20454625,0.0677505,0.00735975
2009-09-30,2.0711688,0.8738494,0.0589692,0.8628568000000001,0.19877619999999996,0.0686454,0.008071799999999959
2009-10-31,2.1216755,0.87601825,0.037717,1.0403755,0.09371075,0.06318925,0.01066475
2009-11-30,2.1265485,0.88019025,0.054953,1.096798,0.02283375,0.05988175,0.01189175
2009-12-31,2.1669524,0.8854924000000001,0.10338860000000001,1.081953,0.021204,0.0605592,0.01435519999999991
2010-01-31,2.20421675,0.8803415,0.14698475,1.0833805,0.0154725,0.0631655,0.014872
2010-02-28,2.2147655,0.889401,0.06330575,1.18348625,0.01000325,0.054577,0.01399225
2010-03-31,2.2451934,0.8933706,0.0631246,1.1393102,0.08163859999999987,0.055857800000000006,0.011891599999999903
2010-04-30,2.274555,0.895461,0.03714275,1.07159175,0.20258625,0.05437425,0.013399
2010-05-31,2.28199875,0.8983865,0.0332935,1.0774315,0.20214025,0.056013,0.014734
2010-06-30,2.2817712,0.9017688,0.060238599999999996,1.0344566,0.20949119999999985,0.06137,0.014446000000000233
2010-07-31,2.27544575,0.90445775,0.02465525,1.05738875,0.21261575,0.06181925,0.014509
2010-08-31,2.26063625,0.9064315,0.02676275,1.048396,0.2044865,0.06018875,0.01437075
2010-09-30,2.2452077999999998,0.91184,0.0600978,0.993323,0.204953,0.060894800000000006,0.014099199999999765
2010-10-31,2.2476895,0.921223,0.03615475,1.00860575,0.2073865,0.05963125,0.01468825
2010-11-30,2.26186925,0.93279875,0.02675675,1.0015595,0.20602575,0.05464675,0.04008175
2010-12-31,2.3361476,0.9397051999999999,0.067104,1.0250801999999999,0.20915860000000008,0.0528154,0.04228420000000009
2011-01-31,2.390165,0.93750325,0.09239775,1.0703235,0.2058935,0.0540945,0.0299525
2011-02-28,2.449968,0.9490805,0.06451875,1.19586525,0.1656045,0.0578085,0.0170905
2011-03-31,2.5330516000000003,0.9612094,0.0621266,1.377061,0.053736399999999906,0.0615784,0.017339800000000186
2011-04-30,2.62013925,0.970191,0.07626975,1.48921,0.01091975,0.05543475,0.018114
2011-05-31,2.6964705,0.97700075,0.09915125,1.53823075,0.00834,0.05582375,0.017924
2011-06-30,2.776971,0.9834384,0.0918346,1.6089366,0.010323799999999814,0.0639686,0.018469000000000093
2011-07-31,2.819092,0.98894725,0.06746625,1.65901325,0.020461,0.0660695,0.01713475
2011-08-31,2.8103596,0.9931804000000001,0.0218304,1.6250246000000002,0.061022,0.0930808,0.016221400000000184
2011-09-30,2.80578775,0.99776425,0.0395205,1.59733825,0.0615065,0.09266,0.01699825
2011-10-31,2.80260775,1.00167925,0.04322075,1.60542825,0.0561715,0.079524,0.016584
2011-11-30,2.7730716,1.016241,0.050603199999999994,1.534409,0.05881919999999995,0.0973472,0.01565200000000019
2011-12-31,2.83749625,1.027439,0.061352,1.56024475,0.08501325,0.0866035,0.01684375
2012-01-31,2.860151,1.02748,0.09330975,1.5727565,0.0615095,0.08813775,0.0169575
2012-02-29,2.8753683999999997,1.0416038,0.0636936,1.6222851999999999,0.042210399999999905,0.08702439999999999,0.01855099999999991
2012-03-31,2.832857,1.0550755,0.05687025,1.569967,0.04404475,0.0886985,0.018201
2012-04-30,2.81422825,1.059055,0.07449575,1.54319275,0.03001575,0.08901375,0.01845525
2012-05-31,2.8017154,1.0632682,0.097709,1.512285,0.018220399999999908,0.09124760000000001,0.018985200000000042
2012-06-30,2.809202,1.06743025,0.08702275,1.5168085,0.0327845,0.08503125,0.02012475
2012-07-31,2.80399975,1.07239375,0.06743075,1.53516475,0.0248685,0.08828675,0.01585525
2012-08-31,2.7811336,1.075851,0.027480599999999997,1.5411494,0.03401139999999991,0.0916718,0.010969400000000183
2012-09-30,2.76320425,1.084889,0.05159625,1.48061225,0.04364025,0.091584,0.0108825
2012-10-31,2.7714884,1.094465,0.0696706,1.461662,0.040553199999999956,0.09367239999999999,0.011465199999999866
2012-11-30,2.80256525,1.1083315,0.02064275,1.51762675,0.048248,0.093384,0.01433225
2012-12-31,2.8464305,1.1169725,0.0458815,1.5218875,0.0474735,0.09989475,0.01432075
2013-01-31,2.911289,1.1171524,0.0723042,1.5839556000000001,0.032090800000000044,0.0954414,0.010344600000000006
2013-02-28,3.0137975,1.1245445,0.036791,1.69678525,0.05289525,0.09182925,0.01095225
2013-03-31,3.115754,1.1333995,0.05043925,1.78343375,0.04404125,0.09278075,0.0116595
2013-04-30,3.209103,1.136995,0.100343,1.82197675,0.04426475,0.09411975,0.01140375
2013-05-31,3.3007982,1.1440838,0.08544739999999999,1.9266661999999999,0.044670600000000095,0.08955139999999999,0.010378800000000426
2013-06-30,3.3850715,1.1478325,0.07296675,2.00327775,0.06281575,0.089404,0.00877475
2013-07-31,3.481203,1.154963,0.0818252,2.0991292,0.04809299999999953,0.0885866,0.008606000000000088
2013-08-31,3.5754115,1.15754225,0.04660675,2.206152,0.060963,0.09451875,0.00962875
2013-09-30,3.6382235,1.163704,0.0433275,2.27772125,0.0485885,0.09526625,0.009616
2013-10-31,3.7455354,1.1720078,0.0358416,2.378605,0.04138639999999991,0.10713,0.010564599999999627
2013-11-30,3.84300275,1.17928975,0.03953675,2.4744045,0.03167775,0.10782275,0.01027125
2013-12-31,3.93681375,1.18901925,0.06619,2.49200325,0.05214,0.127139,0.01032225
2014-01-31,4.0096554,1.1876064,0.1106878,2.4639572000000003,0.03473020000000018,0.2040596,0.008614199999999808
2014-02-28,4.0788255,1.19724375,0.046791,2.5924605,0.0311355,0.20368625,0.0075085
2014-03-31,4.14445925,1.2204055,0.07391025,2.63673,0.030208,0.176007,0.0071985
2014-04-30,4.2152842,1.2276064,0.11895560000000001,2.6157226000000002,0.01854359999999963,0.2269996,0.00745640000000046
2014-05-31,4.2661995,1.2337465,0.0535075,2.64502825,0.02676175,0.29919325,0.00796225
2014-06-30,4.29576975,1.236274,0.08250125,2.67073775,0.08335175,0.2150645,0.0078405
2014-07-31,4.3388824,1.242272,0.069451,2.6931692000000003,0.08962279999999981,0.2372538,0.0071136000000003845
2014-08-31,4.360843,1.24482775,0.0499415,2.78424825,0.02092225,0.253398,0.00750525
2014-09-30,4.38005975,1.24703075,0.0739445,2.76545,0.02823325,0.257964,0.00743725
2014-10-31,4.413255,1.2513386000000002,0.1113092,2.7158356,0.07052279999999982,0.2565824,0.00766639999999982
2014-11-30,4.43200975,1.26820925,0.08768675,2.53413075,0.29604,0.2386595,0.0072835
2014-12-31,4.4398696,1.2854872,0.135818,2.5270257999999997,0.1753888000000003,0.309584,0.006565799999999348
2015-01-31,4.45000275,1.2881675,0.18165875,2.70123525,0.02038025,0.25174,0.006821
2015-02-28,4.43909225,1.29997825,0.1019565,2.51498075,0.23595825,0.2793625,0.006856
2015-03-31,4.430752,1.31171375,0.059642,2.67787075,0.096421,0.27773225,0.00737225
2015-04-30,4.4246704,1.316413,0.1335666,2.6815954,0.014634,0.2702226,0.008238800000000397
2015-05-31,4.4215275,1.321491,0.19296325,2.59474175,0.0373955,0.26639975,0.00853625
2015-06-30,4.4208,1.3216685,0.212287,2.555185,0.06897725,0.2549125,0.00776975
2015-07-31,4.429711,1.326212,0.1896128,2.6046614,0.01882680000000028,0.2832884,0.007109599999999976
2015-08-31,4.426259,1.3316165,0.16699175,2.609638,0.07131525,0.239254,0.0074435
2015-09-30,4.4263046,1.340279,0.14843320000000002,2.5746168,0.027639600000000094,0.32816959999999995,0.0071663999999995575
2015-10-31,4.4368135,1.34758425,0.05933775,2.6856375,0.03096,0.30530975,0.00798425
2015-11-30,4.4277255,1.360359,0.10184325,2.634029,0.0262275,0.29770125,0.0075655
2015-12-31,4.431387,1.3720082,0.2500354,2.416404,0.03557960000000009,0.3498004,0.00755939999999979
2016-01-31,4.45036825,1.37099075,0.32417475,2.40391825,0.024761,0.31953675,0.00698675
2016-02-29,4.446282,1.377977,0.2620015,2.460121,0.0490665,0.29001625,0.00709975
2016-03-31,4.4445854,1.3934478000000001,0.254877,2.4506482000000003,0.03002339999999991,0.3083978,0.007191200000000477
2016-04-30,4.44710175,1.400447,0.302876,2.4337145,0.03681275,0.26566725,0.00758425
2016-05-31,4.43257275,1.40685075,0.29100425,2.38318825,0.05168275,0.2927445,0.00710225
2016-06-30,4.429144,1.4130441999999999,0.2936752,2.3544804,0.040834,0.319575,0.00753519999999972
2016-07-31,4.43196975,1.41815975,0.31228175,2.32151775,0.05373975,0.3187985,0.00747225
2016-08-31,4.4266578,1.4197191999999998,0.254606,2.3387092000000003,0.06341239999999991,0.34288159999999995,0.0073293999999995574
2016-09-30,4.426359,1.4245675,0.29726625,2.246718,0.054862,0.39514575,0.0077995
2016-10-31,4.41952475,1.430938,0.378758,2.099075,0.0600445,0.44391625,0.006793
2016-11-30,4.4144888,1.4446516,0.3843946,2.1246746,0.05988639999999991,0.3941372,0.006744399999999616
2016-12-31,4.41960725,1.4555205,0.3572855,2.04072675,0.062665,0.4965895,0.00682
2017-01-31,4.41435525,1.4574555,0.3848735,2.09123075,0.0528355,0.42064475,0.00731525
2017-02-28,4.4178755,1.460285,0.28215325,2.226745,0.05273475,0.38889175,0.00706575
2017-03-31,4.4265006,1.4838373999999999,0.071062,2.3222304,0.07365639999999991,0.4683532,0.007361199999999895
2017-04-30,4.436535,1.49464625,0.17561,2.290721,0.09094525,0.37696225,0.00765025
2017-05-31,4.4277565999999995,1.5034592,0.18348879999999998,2.2008364,0.09374280000000028,0.438954,0.007275399999999441
2017-06-30,4.4282425,1.50974375,0.185356,2.1961935,0.08982975,0.439225,0.0078945
2017-07-31,4.42819325,1.51664625,0.175004,2.23821575,0.0806985,0.4107725,0.00685625
2017-08-31,4.4220632,1.5201992,0.1071592,2.332598,0.087065,0.36774,0.007301799999999814
2017-09-30,4.41858125,1.532914,0.10456125,2.281372,0.08575725,0.406821,0.00715575
2017-10-31,4.4214565,1.53726625,0.172781,2.24824475,0.0897965,0.36645725,0.00691075
2017-11-30,4.4091364,1.5473682,0.1641668,2.311579,0.086359,0.292483,0.007180400000000373
2017-12-31,4.4051685,1.56054175,0.136041,2.2654125,0.0828125,0.353109,0.00725175
2018-01-31,4.3964784,1.5638766000000002,0.23540139999999998,2.2023186,0.08285239999999991,0.30564359999999996,0.006385800000000396
2018-02-28,4.374212,1.57218775,0.19781825,2.229907,0.09155025,0.276642,0.00610675
2018-03-31,4.36002675,1.58759375,0.25575075,2.17639225,0.09012725,0.2438335,0.00632925
2018-04-30,4.3429105,1.5942945,0.3356045,2.0764205,0.081497,0.24915575,0.00593825
2018-05-31,4.3040278,1.6058324,0.33919340000000003,2.0215384,0.08070420000000018,0.250715,0.0060443999999999064
2018-06-30,4.276991,1.61512525,0.32867175,1.9970155,0.0784725,0.25120325,0.00650275
2018-07-31,4.24866275,1.62250325,0.329189,1.958078,0.0755995,0.257204,0.006089
2018-08-31,4.199093,1.62649,0.3240516,1.9269142,0.07570140000000014,0.2398642,0.006071599999999802
2018-09-30,4.166038,1.63904875,0.347224,1.8706255,0.07236675,0.23082325,0.00594975
2018-10-31,4.1288582,1.6443498,0.349413,1.8289286,0.074314,0.22603679999999998,0.005816000000000291
2018-11-30,4.08367525,1.65567575,0.3236275,1.7861355,0.079948,0.23228325,0.00600525
2018-12-31,4.0444065,1.66136,0.35395125,1.69945425,0.08124875,0.242135,0.00625725
2019-01-31,4.0112084,1.6613031999999999,0.3884168,1.6235762,0.07332919999999996,0.2591286,0.005454400000000227
2019-02-28,3.96354175,1.6620845,0.3315105,1.64880875,0.0653945,0.2502555,0.005488
2019-03-31,3.92549325,1.6739125,0.2655835,1.675068,0.06522375,0.23977175,0.00593375
2019-04-30,3.893765,1.680248,0.32110375,1.568664,0.05992875,0.25795525,0.00586525
2019-05-31,3.8323666000000003,1.686158,0.3043572,1.5069468000000001,0.062987,0.2658738,0.006043800000000105
2019-06-30,3.80290475,1.69117525,0.22006475,1.54485575,0.06735775,0.27323,0.00622125
2019-07-31,3.76455,1.700304,0.19544579999999998,1.508304,0.06283159999999986,0.2918098,0.005854800000000104
2019-08-31,3.73381475,1.70310125,0.13641275,1.52123725,0.0747705,0.29265325,0.00563975
2019-09-30,3.769127,1.7160135,0.24180675,1.431459,0.07108825,0.30313375,0.00562575
2019-10-31,3.9308282,1.7241482,0.35397140000000005,1.4842498,0.06691299999999976,0.29564640000000003,0.005899400000000256
2019-11-30,4.00350325,1.739532,0.366204,1.5403245,0.0627515,0.28835075,0.0063405
2019-12-31,4.077345,1.747974,0.34328,1.63615025,0.07910475,0.2643695,0.0064665
2020-01-31,4.1207898,1.7504342,0.399548,1.6201314,0.07039180000000005,0.2742492,0.006035199999999663
2020-02-29,4.13137125,1.7495635,0.407398,1.6717615,0.06940675,0.227481,0.0057605
2020-03-31,4.58033825,1.78797575,0.38497075,1.95203425,0.182032,0.26575925,0.00756625
2020-04-30,6.2595078,1.8430604,0.8432994,2.9584542000000003,0.257941,0.33337940000000005,0.023373400000000256
2020-05-31,6.908663,1.8860395,1.2004085,3.2627365,0.2376585,0.26424525,0.05757475
2020-06-30,7.088872,1.90917,1.5219775,3.11379625,0.19163775,0.233173,0.1191175
2020-07-31,6.9216456,1.933047,1.718244,2.750835,0.1745,0.22160860000000002,0.12341099999999962
2020-08-31,6.937,1.958825,1.6464055,2.8197385,0.1748745,0.21380275,0.12335375
2020-09-30,7.009254599999999,1.979673,1.6717152,2.8436192,0.18533519999999926,0.20493920000000002,0.1239728
2020-10-31,7.09818975,1.99328425,1.67197675,2.90211925,0.21140075,0.19342475,0.125984
2020-11-30,7.15889075,2.00969225,1.555074,3.037182,0.23732325,0.19424725,0.125372
2020-12-31,7.2797836,2.0243974,1.574459,3.1476007999999998,0.2113042000000002,0.1953882,0.12663399999999925
2021-01-31,7.33295625,2.045999,1.60874475,3.1858015,0.21555375,0.2094295,0.06742775
2021-02-28,7.46089,2.05228275,1.553753,3.3233735,0.26220075,0.207014,0.062266
2021-03-31,7.6086874,2.0710986,1.1947742,3.7133492,0.33165719999999926,0.2378452,0.059963000000001106
2021-04-30,7.736706,2.10847475,0.95309575,3.88424525,0.41853775,0.30990175,0.06245075
2021-05-31,7.82749525,2.12047225,0.862533,3.88306775,0.39727875,0.50243125,0.06171225
2021-06-30,7.986989,2.1308667999999997,0.7673124,3.7896134,0.3493007999999998,0.8908916,0.05900400000000012
2021-07-31,8.150754,2.13739025,0.633925,3.94412775,0.2539345,1.1293275,0.052049
2021-08-31,8.25215875,2.13916375,0.36686725,4.1347065,0.24310875,1.3187165,0.049596
2021-09-30,8.309378,2.142848,0.296934,4.206449,0.236593,1.376296,0.050258
