DATE,Balance Sheet: Repos ($ Mil),Balance Sheet: Reverse Repos ($ Mil),Balance Sheet: Repos - Reverse Repos ($ Mil)
2002-01-06,,,
2002-01-13,,,
2002-01-20,,,
2002-01-27,,,
2002-02-03,,,
2002-02-10,,,
2002-02-17,,,
2002-02-24,,,
2002-03-03,,,
2002-03-10,,,
2002-03-17,,,
2002-03-24,,,
2002-03-31,,,
2002-04-07,,,
2002-04-14,,,
2002-04-21,,,
2002-04-28,,,
2002-05-05,,,
2002-05-12,,,
2002-05-19,,,
2002-05-26,,,
2002-06-02,,,
2002-06-09,,,
2002-06-16,,,
2002-06-23,,,
2002-06-30,,,
2002-07-07,,,
2002-07-14,,,
2002-07-21,,,
2002-07-28,,,
2002-08-04,,,
2002-08-11,,,
2002-08-18,,,
2002-08-25,,,
2002-09-01,,,
2002-09-08,,,
2002-09-15,,,
2002-09-22,,,
2002-09-29,,,
2002-10-06,,,
2002-10-13,,,
2002-10-20,,,
2002-10-27,,,
2002-11-03,,,
2002-11-10,,,
2002-11-17,,,
2002-11-24,,,
2002-12-01,,,
2002-12-08,,,
2002-12-15,,,
2002-12-22,30000.0,21905.0,8095.0
2002-12-29,37250.0,20396.0,16854.0
2003-01-05,39500.0,21091.0,18409.0
2003-01-12,33750.0,18709.0,15041.0
2003-01-19,30000.0,17813.0,12187.0
2003-01-26,36750.0,18523.0,18227.0
2003-02-02,20500.0,18466.0,2034.0
2003-02-09,27750.0,17986.0,9764.0
2003-02-16,20746.0,17604.0,3142.0
2003-02-23,34496.0,17850.0,16646.0
2003-03-02,25750.0,17421.0,8329.0
2003-03-09,23250.0,17959.0,5291.0
2003-03-16,18750.0,17912.0,838.0
2003-03-23,27000.0,18430.0,8570.0
2003-03-30,25500.0,18231.0,7269.0
2003-04-06,30500.0,19729.0,10771.0
2003-04-13,21250.0,20291.0,959.0
2003-04-20,38000.0,19801.0,18199.0
2003-04-27,24500.0,19991.0,4509.0
2003-05-04,37501.0,20814.0,16687.0
2003-05-11,22251.0,20667.0,1584.0
2003-05-18,30752.0,21073.0,9679.0
2003-05-25,26251.0,20709.0,5542.0
2003-06-01,32000.0,21857.0,10143.0
2003-06-08,19000.0,21673.0,-2673.0
2003-06-15,32500.0,21211.0,11289.0
2003-06-22,23000.0,22901.0,99.0
2003-06-29,32000.0,21592.0,10408.0
2003-07-06,26000.0,21045.0,4955.0
2003-07-13,29250.0,20254.0,8996.0
2003-07-20,24000.0,20346.0,3654.0
2003-07-27,32000.0,19672.0,12328.0
2003-08-03,26250.0,19316.0,6934.0
2003-08-10,18250.0,19062.0,-812.0
2003-08-17,19000.0,19138.0,-138.0
2003-08-24,39500.0,20344.0,19156.0
2003-08-31,29000.0,19119.0,9881.0
2003-09-07,33250.0,18757.0,14493.0
2003-09-14,22500.0,19719.0,2781.0
2003-09-21,29250.0,18972.0,10278.0
2003-09-28,26000.0,18801.0,7199.0
2003-10-05,36750.0,22090.0,14660.0
2003-10-12,19750.0,18951.0,799.0
2003-10-19,30250.0,18642.0,11608.0
2003-10-26,25500.0,18111.0,7389.0
2003-11-02,28000.0,19286.0,8714.0
2003-11-09,19000.0,21001.0,-2001.0
2003-11-16,24000.0,17386.0,6614.0
2003-11-23,22000.0,17902.0,4098.0
2003-11-30,33500.0,17955.0,15545.0
2003-12-07,23500.0,18731.0,4769.0
2003-12-14,29250.0,18964.0,10286.0
2003-12-21,25000.0,17657.0,7343.0
2003-12-28,36500.0,19764.0,16736.0
2004-01-04,43750.0,25652.0,18098.0
2004-01-11,24000.0,19587.0,4413.0
2004-01-18,24000.0,20721.0,3279.0
2004-01-25,42000.0,19735.0,22265.0
2004-02-01,23000.0,20694.0,2306.0
2004-02-08,23250.0,20426.0,2824.0
2004-02-15,18750.0,20059.0,-1309.0
2004-02-22,23500.0,19951.0,3549.0
2004-02-29,20000.0,18872.0,1128.0
2004-03-07,23750.0,18886.0,4864.0
2004-03-14,18750.0,19191.0,-441.0
2004-03-21,28750.0,18770.0,9980.0
2004-03-28,19750.0,19987.0,-237.0
2004-04-04,27500.0,21701.0,5799.0
2004-04-11,19750.0,19072.0,678.0
2004-04-18,29700.0,19470.0,10230.0
2004-04-25,22750.0,19260.0,3490.0
2004-05-02,37500.0,19689.0,17811.0
2004-05-09,20000.0,20653.0,-653.0
2004-05-16,27250.0,18711.0,8539.0
2004-05-23,21250.0,18273.0,2977.0
2004-05-30,33750.0,19331.0,14419.0
2004-06-06,22500.0,20292.0,2208.0
2004-06-13,30250.0,19942.0,10308.0
2004-06-20,19000.0,17971.0,1029.0
2004-06-27,32000.0,17465.0,14535.0
2004-07-04,33500.0,19228.0,14272.0
2004-07-11,28000.0,19828.0,8172.0
2004-07-18,25500.0,19835.0,5665.0
2004-07-25,25500.0,19906.0,5594.0
2004-08-01,21500.0,19363.0,2137.0
2004-08-08,17000.0,20576.0,-3576.0
2004-08-15,16000.0,20606.0,-4606.0
2004-08-22,16500.0,21374.0,-4874.0
2004-08-29,24500.0,20922.0,3578.0
2004-09-05,32500.0,23203.0,9297.0
2004-09-12,33000.0,23882.0,9118.0
2004-09-19,35500.0,24323.0,11177.0
2004-09-26,26500.0,24556.0,1944.0
2004-10-03,29500.0,24337.0,5163.0
2004-10-10,21000.0,24736.0,-3736.0
2004-10-17,30250.0,24985.0,5265.0
2004-10-24,21250.0,25843.0,-4593.0
2004-10-31,23750.0,25761.0,-2011.0
2004-11-07,20250.0,26512.0,-6262.0
2004-11-14,29500.0,27467.0,2033.0
2004-11-21,24000.0,27729.0,-3729.0
2004-11-28,39000.0,28084.0,10916.0
2004-12-05,33750.0,27539.0,6211.0
2004-12-12,30500.0,28171.0,2329.0
2004-12-19,28750.0,27846.0,904.0
2004-12-26,32000.0,28056.0,3944.0
2005-01-02,33000.0,29938.0,3062.0
2005-01-09,34500.0,28647.0,5853.0
2005-01-16,18250.0,27231.0,-8981.0
2005-01-23,22500.0,27594.0,-5094.0
2005-01-30,28750.0,31074.0,-2324.0
2005-02-06,24250.0,27872.0,-3622.0
2005-02-13,14500.0,28355.0,-13855.0
2005-02-20,18500.0,23346.0,-4846.0
2005-02-27,25250.0,23474.0,1776.0
2005-03-06,24250.0,25375.0,-1125.0
2005-03-13,22000.0,25430.0,-3430.0
2005-03-20,30250.0,24939.0,5311.0
2005-03-27,19250.0,24491.0,-5241.0
2005-04-03,31750.0,23691.0,8059.0
2005-04-10,20000.0,22986.0,-2986.0
2005-04-17,28250.0,22758.0,5492.0
2005-04-24,23750.0,25100.0,-1350.0
2005-05-01,30750.0,25068.0,5682.0
2005-05-08,21500.0,26060.0,-4560.0
2005-05-15,26000.0,25308.0,692.0
2005-05-22,23750.0,26179.0,-2429.0
2005-05-29,31000.0,25186.0,5814.0
2005-06-05,31500.0,24732.0,6768.0
2005-06-12,30500.0,23956.0,6544.0
2005-06-19,29000.0,23147.0,5853.0
2005-06-26,26250.0,23362.0,2888.0
2005-07-03,26000.0,24237.0,1763.0
2005-07-10,34000.0,24464.0,9536.0
2005-07-17,25250.0,25597.0,-347.0
2005-07-24,33750.0,28196.0,5554.0
2005-07-31,31000.0,27277.0,3723.0
2005-08-07,32000.0,22575.0,9425.0
2005-08-14,24500.0,23640.0,860.0
2005-08-21,28500.0,23503.0,4997.0
2005-08-28,26000.0,24114.0,1886.0
2005-09-04,35500.0,26487.0,9013.0
2005-09-11,31500.0,25154.0,6346.0
2005-09-18,32000.0,25960.0,6040.0
2005-09-25,20250.0,23991.0,-3741.0
2005-10-02,30250.0,23811.0,6439.0
2005-10-09,18750.0,25938.0,-7188.0
2005-10-16,20250.0,26281.0,-6031.0
2005-10-23,16250.0,25082.0,-8832.0
2005-10-30,21750.0,23654.0,-1904.0
2005-11-06,14500.0,24939.0,-10439.0
2005-11-13,24500.0,25021.0,-521.0
2005-11-20,20000.0,25318.0,-5318.0
2005-11-27,32500.0,24487.0,8013.0
2005-12-04,35250.0,30055.0,5195.0
2005-12-11,32000.0,27792.0,4208.0
2005-12-18,28250.0,26575.0,1675.0
2005-12-25,45000.0,26762.0,18238.0
2006-01-01,45250.0,30372.0,14878.0
2006-01-08,46500.0,27567.0,18933.0
2006-01-15,25000.0,25020.0,-20.0
2006-01-22,23250.0,24729.0,-1479.0
2006-01-29,25000.0,21691.0,3309.0
2006-02-05,23000.0,23180.0,-180.0
2006-02-12,19500.0,22678.0,-3178.0
2006-02-19,29750.0,22695.0,7055.0
2006-02-26,29000.0,24510.0,4490.0
2006-03-05,27750.0,24672.0,3078.0
2006-03-12,26500.0,23810.0,2690.0
2006-03-19,29750.0,24293.0,5457.0
2006-03-26,25750.0,24151.0,1599.0
2006-04-02,19500.0,22419.0,-2919.0
2006-04-09,19250.0,23523.0,-4273.0
2006-04-16,18750.0,24016.0,-5266.0
2006-04-23,21250.0,24729.0,-3479.0
2006-04-30,26750.0,22910.0,3840.0
2006-05-07,25750.0,24478.0,1272.0
2006-05-14,20500.0,24535.0,-4035.0
2006-05-21,21500.0,22569.0,-1069.0
2006-05-28,22500.0,22803.0,-303.0
2006-06-04,30750.0,24603.0,6147.0
2006-06-11,26750.0,23769.0,2981.0
2006-06-18,24250.0,26002.0,-1752.0
2006-06-25,22250.0,25677.0,-3427.0
2006-07-02,22500.0,30400.0,-7900.0
2006-07-09,28250.0,29086.0,-836.0
2006-07-16,20750.0,28538.0,-7788.0
2006-07-23,29000.0,29587.0,-587.0
2006-07-30,21000.0,28468.0,-7468.0
2006-08-06,27750.0,28798.0,-1048.0
2006-08-13,17500.0,27860.0,-10360.0
2006-08-20,25250.0,27509.0,-2259.0
2006-08-27,19750.0,26553.0,-6803.0
2006-09-03,30250.0,26084.0,4166.0
2006-09-10,19750.0,26878.0,-7128.0
2006-09-17,16000.0,26923.0,-10923.0
2006-09-24,15000.0,28499.0,-13499.0
2006-10-01,27500.0,31466.0,-3966.0
2006-10-08,18250.0,29212.0,-10962.0
2006-10-15,28250.0,30614.0,-2364.0
2006-10-22,22750.0,32895.0,-10145.0
2006-10-29,30000.0,31151.0,-1151.0
2006-11-05,25000.0,31186.0,-6186.0
2006-11-12,31500.0,31487.0,13.0
2006-11-19,35250.0,32764.0,2486.0
2006-11-26,43000.0,29335.0,13665.0
2006-12-03,33000.0,30723.0,2277.0
2006-12-10,32000.0,29039.0,2961.0
2006-12-17,21250.0,28302.0,-7052.0
2006-12-24,33500.0,29903.0,3597.0
2006-12-31,36000.0,32126.0,3874.0
2007-01-07,39750.0,29742.0,10008.0
2007-01-14,21500.0,28921.0,-7421.0
2007-01-21,19750.0,31055.0,-11305.0
2007-01-28,19000.0,29419.0,-10419.0
2007-02-04,32000.0,32379.0,-379.0
2007-02-11,19750.0,33630.0,-13880.0
2007-02-18,30000.0,37336.0,-7336.0
2007-02-25,34000.0,38144.0,-4144.0
2007-03-04,45250.0,39645.0,5605.0
2007-03-11,31250.0,37788.0,-6538.0
2007-03-18,43000.0,39727.0,3273.0
2007-03-25,29750.0,38497.0,-8747.0
2007-04-01,36000.0,37643.0,-1643.0
2007-04-08,28000.0,35475.0,-7475.0
2007-04-15,28750.0,34134.0,-5384.0
2007-04-22,24000.0,33971.0,-9971.0
2007-04-29,38000.0,34025.0,3975.0
2007-05-06,48000.0,41421.0,6579.0
2007-05-13,29000.0,35410.0,-6410.0
2007-05-20,18000.0,32446.0,-14446.0
2007-05-27,31250.0,32618.0,-1368.0
2007-06-03,31000.0,34860.0,-3860.0
2007-06-10,28500.0,32069.0,-3569.0
2007-06-17,22000.0,31579.0,-9579.0
2007-06-24,21000.0,30443.0,-9443.0
2007-07-01,20000.0,30134.0,-10134.0
2007-07-08,30250.0,32209.0,-1959.0
2007-07-15,20500.0,31296.0,-10796.0
2007-07-22,27250.0,32507.0,-5257.0
2007-07-29,18750.0,31109.0,-12359.0
2007-08-05,24750.0,31546.0,-6796.0
2007-08-12,18750.0,30132.0,-11382.0
2007-08-19,24000.0,31941.0,-7941.0
2007-08-26,19000.0,29956.0,-10956.0
2007-09-02,33750.0,31210.0,2540.0
2007-09-09,35000.0,35098.0,-98.0
2007-09-16,45000.0,33490.0,11510.0
2007-09-23,32750.0,36225.0,-3475.0
2007-09-30,56000.0,35312.0,20688.0
2007-10-07,35250.0,34542.0,708.0
2007-10-14,50000.0,34424.0,15576.0
2007-10-21,36250.0,35087.0,1163.0
2007-10-28,46000.0,37428.0,8572.0
2007-11-04,48500.0,38055.0,10445.0
2007-11-11,48000.0,36358.0,11642.0
2007-11-18,49500.0,34703.0,14797.0
2007-11-25,55000.0,35383.0,19617.0
2007-12-02,46000.0,34272.0,11728.0
2007-12-09,46500.0,36650.0,9850.0
2007-12-16,47750.0,37764.0,9986.0
2007-12-23,57750.0,36430.0,21320.0
2007-12-30,42500.0,40542.0,1958.0
2008-01-06,56750.0,40909.0,15841.0
2008-01-13,30500.0,37773.0,-7273.0
2008-01-20,39000.0,41079.0,-2079.0
2008-01-27,22000.0,37495.0,-15495.0
2008-02-03,50000.0,39485.0,10515.0
2008-02-10,15500.0,36553.0,-21053.0
2008-02-17,28000.0,38590.0,-10590.0
2008-02-24,38750.0,38610.0,140.0
2008-03-02,54500.0,42648.0,11852.0
2008-03-09,52250.0,40812.0,11438.0
2008-03-16,77000.0,40197.0,36803.0
2008-03-23,62000.0,46143.0,15857.0
2008-03-30,106750.0,40822.0,65928.0
2008-04-06,76000.0,41061.0,34939.0
2008-04-13,120000.0,38779.0,81221.0
2008-04-20,104250.0,40659.0,63591.0
2008-04-27,109500.0,39912.0,69588.0
2008-05-04,115500.0,40704.0,74796.0
2008-05-11,130500.0,39031.0,91469.0
2008-05-18,100000.0,39114.0,60886.0
2008-05-25,134000.0,37026.0,96974.0
2008-06-01,115000.0,38365.0,76635.0
2008-06-08,119750.0,42120.0,77630.0
2008-06-15,118250.0,39755.0,78495.0
2008-06-22,133500.0,41809.0,91691.0
2008-06-29,129750.0,42049.0,87701.0
2008-07-06,113000.0,41091.0,71909.0
2008-07-13,107000.0,41276.0,65724.0
2008-07-20,116750.0,43007.0,73743.0
2008-07-27,103750.0,42149.0,61601.0
2008-08-03,123250.0,44463.0,78787.0
2008-08-10,104750.0,43198.0,61552.0
2008-08-17,118250.0,44172.0,74078.0
2008-08-24,100750.0,43606.0,57144.0
2008-08-31,111000.0,43768.0,67232.0
2008-09-07,109000.0,41756.0,67244.0
2008-09-14,126750.0,44296.0,82454.0
2008-09-21,98000.0,46633.0,51367.0
2008-09-28,86000.0,90673.0,-4673.0
2008-10-05,83000.0,93063.0,-10063.0
2008-10-12,100000.0,77349.0,22651.0
2008-10-19,80000.0,107819.0,-27819.0
2008-10-26,80000.0,95987.0,-15987.0
2008-11-02,80000.0,94655.0,-14655.0
2008-11-09,80000.0,96663.0,-16663.0
2008-11-16,80000.0,102318.0,-22318.0
2008-11-23,80000.0,102909.0,-22909.0
2008-11-30,80000.0,99761.0,-19761.0
2008-12-07,80000.0,91994.0,-11994.0
2008-12-14,80000.0,92092.0,-12092.0
2008-12-21,80000.0,71928.0,8072.0
2008-12-28,80000.0,88317.0,-8317.0
2009-01-04,80000.0,88352.0,-8352.0
2009-01-11,60000.0,88913.0,-28913.0
2009-01-18,40000.0,78836.0,-38836.0
2009-01-25,20000.0,75025.0,-55025.0
2009-02-01,0.0,72214.0,-72214.0
2009-02-08,0.0,74251.0,-74251.0
2009-02-15,0.0,73284.0,-73284.0
2009-02-22,0.0,70804.0,-70804.0
2009-03-01,0.0,67713.0,-67713.0
2009-03-08,0.0,71262.0,-71262.0
2009-03-15,0.0,66385.0,-66385.0
2009-03-22,0.0,65027.0,-65027.0
2009-03-29,0.0,66427.0,-66427.0
2009-04-05,0.0,67906.0,-67906.0
2009-04-12,0.0,66972.0,-66972.0
2009-04-19,0.0,70627.0,-70627.0
2009-04-26,0.0,64681.0,-64681.0
2009-05-03,0.0,67284.0,-67284.0
2009-05-10,0.0,65144.0,-65144.0
2009-05-17,0.0,70894.0,-70894.0
2009-05-24,0.0,67758.0,-67758.0
2009-05-31,0.0,65879.0,-65879.0
2009-06-07,0.0,67420.0,-67420.0
2009-06-14,0.0,67043.0,-67043.0
2009-06-21,0.0,70166.0,-70166.0
2009-06-28,0.0,71941.0,-71941.0
2009-07-05,0.0,72256.0,-72256.0
2009-07-12,0.0,67844.0,-67844.0
2009-07-19,0.0,66342.0,-66342.0
2009-07-26,0.0,66833.0,-66833.0
2009-08-02,0.0,66010.0,-66010.0
2009-08-09,0.0,66834.0,-66834.0
2009-08-16,0.0,67670.0,-67670.0
2009-08-23,0.0,68369.0,-68369.0
2009-08-30,0.0,68129.0,-68129.0
2009-09-06,0.0,68703.0,-68703.0
2009-09-13,0.0,65874.0,-65874.0
2009-09-20,0.0,68934.0,-68934.0
2009-09-27,0.0,70803.0,-70803.0
2009-10-04,0.0,68913.0,-68913.0
2009-10-11,0.0,62900.0,-62900.0
2009-10-18,0.0,61803.0,-61803.0
2009-10-25,0.0,63608.0,-63608.0
2009-11-01,0.0,64446.0,-64446.0
2009-11-08,0.0,60735.0,-60735.0
2009-11-15,0.0,60403.0,-60403.0
2009-11-22,0.0,59906.0,-59906.0
2009-11-29,0.0,58483.0,-58483.0
2009-12-06,0.0,57558.0,-57558.0
2009-12-13,0.0,56516.0,-56516.0
2009-12-20,0.0,57547.0,-57547.0
2009-12-27,0.0,60725.0,-60725.0
2010-01-03,0.0,70450.0,-70450.0
2010-01-10,0.0,67572.0,-67572.0
2010-01-17,0.0,64366.0,-64366.0
2010-01-24,0.0,62930.0,-62930.0
2010-01-31,0.0,57794.0,-57794.0
2010-02-07,0.0,53720.0,-53720.0
2010-02-14,0.0,53137.0,-53137.0
2010-02-21,0.0,54888.0,-54888.0
2010-02-28,0.0,56563.0,-56563.0
2010-03-07,0.0,55205.0,-55205.0
2010-03-14,0.0,55903.0,-55903.0
2010-03-21,0.0,55696.0,-55696.0
2010-03-28,0.0,54719.0,-54719.0
2010-04-04,0.0,57766.0,-57766.0
2010-04-11,0.0,56091.0,-56091.0
2010-04-18,0.0,55226.0,-55226.0
2010-04-25,0.0,52078.0,-52078.0
2010-05-02,0.0,54102.0,-54102.0
2010-05-09,0.0,53483.0,-53483.0
2010-05-16,0.0,56647.0,-56647.0
2010-05-23,0.0,55764.0,-55764.0
2010-05-30,0.0,58158.0,-58158.0
2010-06-06,0.0,59116.0,-59116.0
2010-06-13,0.0,60763.0,-60763.0
2010-06-20,0.0,59442.0,-59442.0
2010-06-27,0.0,60306.0,-60306.0
2010-07-04,0.0,67223.0,-67223.0
2010-07-11,0.0,62904.0,-62904.0
2010-07-18,0.0,62265.0,-62265.0
2010-07-25,0.0,61467.0,-61467.0
2010-08-01,0.0,60641.0,-60641.0
2010-08-08,0.0,60907.0,-60907.0
2010-08-15,0.0,58548.0,-58548.0
2010-08-22,0.0,60185.0,-60185.0
2010-08-29,0.0,61115.0,-61115.0
2010-09-05,0.0,58276.0,-58276.0
2010-09-12,0.0,58802.0,-58802.0
2010-09-19,0.0,59924.0,-59924.0
2010-09-26,0.0,60102.0,-60102.0
2010-10-03,0.0,67370.0,-67370.0
2010-10-10,0.0,64440.0,-64440.0
2010-10-17,0.0,59973.0,-59973.0
2010-10-24,0.0,58560.0,-58560.0
2010-10-31,0.0,55552.0,-55552.0
2010-11-07,0.0,54591.0,-54591.0
2010-11-14,0.0,55088.0,-55088.0
2010-11-21,0.0,54199.0,-54199.0
2010-11-28,0.0,54709.0,-54709.0
2010-12-05,0.0,52862.0,-52862.0
2010-12-12,0.0,50019.0,-50019.0
2010-12-19,0.0,50816.0,-50816.0
2010-12-26,0.0,51134.0,-51134.0
2011-01-02,0.0,59246.0,-59246.0
2011-01-09,0.0,57555.0,-57555.0
2011-01-16,0.0,53271.0,-53271.0
2011-01-23,0.0,52932.0,-52932.0
2011-01-30,0.0,52620.0,-52620.0
2011-02-06,0.0,57902.0,-57902.0
2011-02-13,0.0,56022.0,-56022.0
2011-02-20,0.0,57826.0,-57826.0
2011-02-27,0.0,59484.0,-59484.0
2011-03-06,0.0,62461.0,-62461.0
2011-03-13,0.0,55947.0,-55947.0
2011-03-20,0.0,62287.0,-62287.0
2011-03-27,0.0,61386.0,-61386.0
2011-04-03,0.0,65811.0,-65811.0
2011-04-10,0.0,54622.0,-54622.0
2011-04-17,0.0,54022.0,-54022.0
2011-04-24,0.0,56064.0,-56064.0
2011-05-01,0.0,57031.0,-57031.0
2011-05-08,0.0,56973.0,-56973.0
2011-05-15,0.0,54715.0,-54715.0
2011-05-22,0.0,57426.0,-57426.0
2011-05-29,0.0,54181.0,-54181.0
2011-06-05,0.0,59937.0,-59937.0
2011-06-12,0.0,59767.0,-59767.0
2011-06-19,0.0,68179.0,-68179.0
2011-06-26,0.0,65353.0,-65353.0
2011-07-03,0.0,66607.0,-66607.0
2011-07-10,0.0,67527.0,-67527.0
2011-07-17,0.0,65052.0,-65052.0
2011-07-24,0.0,64695.0,-64695.0
2011-07-31,0.0,67004.0,-67004.0
2011-08-07,0.0,68623.0,-68623.0
2011-08-14,0.0,96807.0,-96807.0
2011-08-21,0.0,95911.0,-95911.0
2011-08-28,0.0,99519.0,-99519.0
2011-09-04,0.0,104544.0,-104544.0
2011-09-11,0.0,102756.0,-102756.0
2011-09-18,0.0,94116.0,-94116.0
2011-09-25,0.0,90953.0,-90953.0
2011-10-02,0.0,82815.0,-82815.0
2011-10-09,0.0,82828.0,-82828.0
2011-10-16,0.0,73484.0,-73484.0
2011-10-23,0.0,80468.0,-80468.0
2011-10-30,0.0,81316.0,-81316.0
2011-11-06,0.0,124512.0,-124512.0
2011-11-13,0.0,87648.0,-87648.0
2011-11-20,0.0,96829.0,-96829.0
2011-11-27,0.0,84779.0,-84779.0
2011-12-04,0.0,92968.0,-92968.0
2011-12-11,0.0,85198.0,-85198.0
2011-12-18,0.0,82472.0,-82472.0
2011-12-25,0.0,90070.0,-90070.0
2012-01-01,0.0,88674.0,-88674.0
2012-01-08,0.0,88111.0,-88111.0
2012-01-15,0.0,84632.0,-84632.0
2012-01-22,0.0,91093.0,-91093.0
2012-01-29,0.0,88715.0,-88715.0
2012-02-05,0.0,83873.0,-83873.0
2012-02-12,0.0,86755.0,-86755.0
2012-02-19,0.0,87117.0,-87117.0
2012-02-26,0.0,89824.0,-89824.0
2012-03-04,0.0,87553.0,-87553.0
2012-03-11,0.0,86429.0,-86429.0
2012-03-18,0.0,99250.0,-99250.0
2012-03-25,0.0,85888.0,-85888.0
2012-04-01,0.0,83227.0,-83227.0
2012-04-08,0.0,83351.0,-83351.0
2012-04-15,0.0,88889.0,-88889.0
2012-04-22,0.0,91368.0,-91368.0
2012-04-29,0.0,92447.0,-92447.0
2012-05-06,0.0,90336.0,-90336.0
2012-05-13,0.0,87779.0,-87779.0
2012-05-20,0.0,91022.0,-91022.0
2012-05-27,0.0,93575.0,-93575.0
2012-06-03,0.0,93526.0,-93526.0
2012-06-10,0.0,88861.0,-88861.0
2012-06-17,0.0,83419.0,-83419.0
2012-06-24,0.0,84108.0,-84108.0
2012-07-01,0.0,83737.0,-83737.0
2012-07-08,0.0,87963.0,-87963.0
2012-07-15,0.0,89689.0,-89689.0
2012-07-22,0.0,87994.0,-87994.0
2012-07-29,0.0,87501.0,-87501.0
2012-08-05,0.0,89806.0,-89806.0
2012-08-12,600.0,91505.0,-90905.0
2012-08-19,0.0,90684.0,-90684.0
2012-08-26,0.0,93713.0,-93713.0
2012-09-02,0.0,92651.0,-92651.0
2012-09-09,0.0,89848.0,-89848.0
