DATE,Balance Sheet: Repos ($ Mil),Balance Sheet: Reverse Repos ($ Mil),Balance Sheet: Repos - Reverse Repos ($ Mil)
2012-09-16,0.0,92983.0,-92983.0
2012-09-23,0.0,93969.0,-93969.0
2012-09-30,0.0,89536.0,-89536.0
2012-10-07,0.0,87263.0,-87263.0
2012-10-14,0.0,88335.0,-88335.0
2012-10-21,0.0,101307.0,-101307.0
2012-10-28,0.0,91709.0,-91709.0
2012-11-04,0.0,99748.0,-99748.0
2012-11-11,0.0,92980.0,-92980.0
2012-11-18,0.0,93590.0,-93590.0
2012-11-25,0.0,93736.0,-93736.0
2012-12-02,0.0,93230.0,-93230.0
2012-12-09,0.0,96318.0,-96318.0
2012-12-16,0.0,102444.0,-102444.0
2012-12-23,0.0,100964.0,-100964.0
2012-12-30,0.0,99853.0,-99853.0
2013-01-06,0.0,103271.0,-103271.0
2013-01-13,0.0,94967.0,-94967.0
2013-01-20,0.0,90644.0,-90644.0
2013-01-27,0.0,89893.0,-89893.0
2013-02-03,0.0,98432.0,-98432.0
2013-02-10,0.0,84529.0,-84529.0
2013-02-17,0.0,89055.0,-89055.0
2013-02-24,0.0,93121.0,-93121.0
2013-03-03,0.0,100612.0,-100612.0
2013-03-10,0.0,93467.0,-93467.0
2013-03-17,0.0,92190.0,-92190.0
2013-03-24,0.0,92925.0,-92925.0
2013-03-31,0.0,92541.0,-92541.0
2013-04-07,0.0,94167.0,-94167.0
2013-04-14,0.0,94280.0,-94280.0
2013-04-21,0.0,97577.0,-97577.0
2013-04-28,0.0,90455.0,-90455.0
2013-05-05,0.0,95281.0,-95281.0
2013-05-12,0.0,88221.0,-88221.0
2013-05-19,0.0,89385.0,-89385.0
2013-05-26,0.0,86693.0,-86693.0
2013-06-02,0.0,88177.0,-88177.0
2013-06-09,0.0,94279.0,-94279.0
2013-06-16,0.0,86277.0,-86277.0
2013-06-23,0.0,88367.0,-88367.0
2013-06-30,0.0,88693.0,-88693.0
2013-07-07,0.0,91871.0,-91871.0
2013-07-14,0.0,85903.0,-85903.0
2013-07-21,0.0,88519.0,-88519.0
2013-07-28,0.0,85555.0,-85555.0
2013-08-04,0.0,91085.0,-91085.0
2013-08-11,0.0,93140.0,-93140.0
2013-08-18,0.0,98069.0,-98069.0
2013-08-25,0.0,96342.0,-96342.0
2013-09-01,0.0,90524.0,-90524.0
2013-09-08,0.0,92711.0,-92711.0
2013-09-15,0.0,92164.0,-92164.0
2013-09-22,0.0,93020.0,-93020.0
2013-09-29,0.0,103170.0,-103170.0
2013-10-06,0.0,95385.0,-95385.0
2013-10-13,0.0,99085.0,-99085.0
2013-10-20,0.0,105655.0,-105655.0
2013-10-27,0.0,121235.0,-121235.0
2013-11-03,0.0,114290.0,-114290.0
2013-11-10,0.0,110809.0,-110809.0
2013-11-17,0.0,106270.0,-106270.0
2013-11-24,0.0,106473.0,-106473.0
2013-12-01,0.0,107739.0,-107739.0
2013-12-08,0.0,109592.0,-109592.0
2013-12-15,0.0,135741.0,-135741.0
2013-12-22,0.0,111966.0,-111966.0
2013-12-29,0.0,151257.0,-151257.0
2014-01-05,0.0,315924.0,-315924.0
2014-01-12,0.0,150726.0,-150726.0
2014-01-19,0.0,156266.0,-156266.0
2014-01-26,0.0,201954.0,-201954.0
2014-02-02,0.0,195428.0,-195428.0
2014-02-09,0.0,196114.0,-196114.0
2014-02-16,0.0,192072.0,-192072.0
2014-02-23,0.0,193885.0,-193885.0
2014-03-02,0.0,232674.0,-232674.0
2014-03-09,0.0,172726.0,-172726.0
2014-03-16,0.0,161627.0,-161627.0
2014-03-23,0.0,171880.0,-171880.0
2014-03-30,0.0,197795.0,-197795.0
2014-04-06,0.0,197200.0,-197200.0
2014-04-13,0.0,182253.0,-182253.0
2014-04-20,0.0,173515.0,-173515.0
2014-04-27,0.0,256532.0,-256532.0
2014-05-04,0.0,325498.0,-325498.0
2014-05-11,0.0,300195.0,-300195.0
2014-05-18,0.0,293672.0,-293672.0
2014-05-25,0.0,324701.0,-324701.0
2014-06-01,0.0,278205.0,-278205.0
2014-06-08,0.0,232954.0,-232954.0
2014-06-15,0.0,213136.0,-213136.0
2014-06-22,0.0,191425.0,-191425.0
2014-06-29,0.0,222743.0,-222743.0
2014-07-06,0.0,258122.0,-258122.0
2014-07-13,0.0,248252.0,-248252.0
2014-07-20,0.0,209476.0,-209476.0
2014-07-27,0.0,241689.0,-241689.0
2014-08-03,0.0,228730.0,-228730.0
2014-08-10,0.0,229393.0,-229393.0
2014-08-17,0.0,233606.0,-233606.0
2014-08-24,0.0,268591.0,-268591.0
2014-08-31,0.0,282002.0,-282002.0
2014-09-07,0.0,250306.0,-250306.0
2014-09-14,0.0,267602.0,-267602.0
2014-09-21,0.0,252224.0,-252224.0
2014-09-28,0.0,261724.0,-261724.0
2014-10-05,0.0,311292.0,-311292.0
2014-10-12,0.0,277866.0,-277866.0
2014-10-19,0.0,221149.0,-221149.0
2014-10-26,0.0,235916.0,-235916.0
2014-11-02,0.0,236689.0,-236689.0
2014-11-09,0.0,224595.0,-224595.0
2014-11-16,0.0,211570.0,-211570.0
2014-11-23,0.0,267000.0,-267000.0
2014-11-30,0.0,251473.0,-251473.0
2014-12-07,0.0,261881.0,-261881.0
2014-12-14,0.0,247353.0,-247353.0
2014-12-21,0.0,230016.0,-230016.0
2014-12-28,0.0,298833.0,-298833.0
2015-01-04,0.0,509837.0,-509837.0
2015-01-11,0.0,241437.0,-241437.0
2015-01-18,0.0,203719.0,-203719.0
2015-01-25,0.0,280314.0,-280314.0
2015-02-01,0.0,281490.0,-281490.0
2015-02-08,0.0,265650.0,-265650.0
2015-02-15,0.0,248575.0,-248575.0
2015-02-22,0.0,297054.0,-297054.0
2015-03-01,0.0,306171.0,-306171.0
2015-03-08,0.0,277168.0,-277168.0
2015-03-15,0.0,265299.0,-265299.0
2015-03-22,0.0,289615.0,-289615.0
2015-03-29,0.0,278847.0,-278847.0
2015-04-05,0.0,353693.0,-353693.0
2015-04-12,0.0,244492.0,-244492.0
2015-04-19,0.0,227651.0,-227651.0
2015-04-26,0.0,275390.0,-275390.0
2015-05-03,0.0,249887.0,-249887.0
2015-05-10,0.0,234933.0,-234933.0
2015-05-17,0.0,243769.0,-243769.0
2015-05-24,620.0,308260.0,-307640.0
2015-05-31,0.0,278637.0,-278637.0
2015-06-07,0.0,242586.0,-242586.0
2015-06-14,0.0,226199.0,-226199.0
2015-06-21,0.0,261449.0,-261449.0
2015-06-28,0.0,289416.0,-289416.0
2015-07-05,0.0,349857.0,-349857.0
2015-07-12,0.0,301855.0,-301855.0
2015-07-19,0.0,256024.0,-256024.0
2015-07-26,0.0,266195.0,-266195.0
2015-08-02,0.0,242511.0,-242511.0
2015-08-09,0.0,249050.0,-249050.0
2015-08-16,0.0,228196.0,-228196.0
2015-08-23,0.0,247894.0,-247894.0
2015-08-30,0.0,231876.0,-231876.0
2015-09-06,0.0,231901.0,-231901.0
2015-09-13,0.0,228052.0,-228052.0
2015-09-20,0.0,236017.0,-236017.0
2015-09-27,0.0,303797.0,-303797.0
2015-10-04,0.0,641081.0,-641081.0
2015-10-11,0.0,282684.0,-282684.0
2015-10-18,0.0,262446.0,-262446.0
2015-10-25,0.0,331299.0,-331299.0
2015-11-01,0.0,344810.0,-344810.0
2015-11-08,0.0,308284.0,-308284.0
2015-11-15,0.0,276999.0,-276999.0
2015-11-22,0.0,313730.0,-313730.0
2015-11-29,0.0,291792.0,-291792.0
2015-12-06,590.0,270349.0,-269759.0
2015-12-13,0.0,283830.0,-283830.0
2015-12-20,0.0,306718.0,-306718.0
2015-12-27,0.0,389586.0,-389586.0
2016-01-03,0.0,498519.0,-498519.0
2016-01-10,0.0,344965.0,-344965.0
2016-01-17,0.0,301103.0,-301103.0
2016-01-24,0.0,322974.0,-322974.0
2016-01-31,0.0,309105.0,-309105.0
2016-02-07,0.0,292271.0,-292271.0
2016-02-14,0.0,282372.0,-282372.0
2016-02-21,0.0,298746.0,-298746.0
2016-02-28,0.0,286676.0,-286676.0
2016-03-06,0.0,291425.0,-291425.0
2016-03-13,0.0,283433.0,-283433.0
2016-03-20,0.0,289888.0,-289888.0
2016-03-27,0.0,307555.0,-307555.0
2016-04-03,0.0,369688.0,-369688.0
2016-04-10,0.0,268507.0,-268507.0
2016-04-17,0.0,258536.0,-258536.0
2016-04-24,0.0,268513.0,-268513.0
2016-05-01,0.0,267113.0,-267113.0
2016-05-08,0.0,276795.0,-276795.0
2016-05-15,0.0,269589.0,-269589.0
2016-05-22,0.0,312871.0,-312871.0
2016-05-29,610.0,311723.0,-311113.0
2016-06-05,0.0,302674.0,-302674.0
2016-06-12,0.0,285035.0,-285035.0
2016-06-19,0.0,271369.0,-271369.0
2016-06-26,0.0,335070.0,-335070.0
2016-07-03,0.0,403727.0,-403727.0
2016-07-10,0.0,338376.0,-338376.0
2016-07-17,0.0,299476.0,-299476.0
2016-07-24,0.0,328316.0,-328316.0
2016-07-31,0.0,309026.0,-309026.0
2016-08-07,0.0,311254.0,-311254.0
2016-08-14,0.0,321071.0,-321071.0
2016-08-21,0.0,323693.0,-323693.0
2016-08-28,0.0,335860.0,-335860.0
2016-09-04,0.0,422530.0,-422530.0
2016-09-11,0.0,319779.0,-319779.0
2016-09-18,0.0,316600.0,-316600.0
2016-09-25,0.0,429394.0,-429394.0
2016-10-02,0.0,514810.0,-514810.0
2016-10-09,0.0,536588.0,-536588.0
2016-10-16,0.0,423100.0,-423100.0
2016-10-23,0.0,431168.0,-431168.0
2016-10-30,0.0,384809.0,-384809.0
2016-11-06,0.0,414938.0,-414938.0
2016-11-13,0.0,363349.0,-363349.0
2016-11-20,0.0,355349.0,-355349.0
2016-11-27,0.0,374359.0,-374359.0
2016-12-04,0.0,462691.0,-462691.0
2016-12-11,59.0,423548.0,-423489.0
2016-12-18,0.0,428881.0,-428881.0
2016-12-25,0.0,560172.0,-560172.0
2017-01-01,0.0,573757.0,-573757.0
2017-01-08,0.0,523213.0,-523213.0
2017-01-15,0.0,414925.0,-414925.0
2017-01-22,0.0,382877.0,-382877.0
2017-01-29,0.0,361564.0,-361564.0
2017-02-05,0.0,391779.0,-391779.0
2017-02-12,0.0,374350.0,-374350.0
2017-02-19,0.0,363909.0,-363909.0
2017-02-26,0.0,425529.0,-425529.0
2017-03-05,0.0,404888.0,-404888.0
2017-03-12,0.0,453251.0,-453251.0
2017-03-19,0.0,477012.0,-477012.0
2017-03-26,0.0,495718.0,-495718.0
2017-04-02,0.0,510897.0,-510897.0
2017-04-09,0.0,425190.0,-425190.0
2017-04-16,0.0,357433.0,-357433.0
2017-04-23,0.0,362153.0,-362153.0
2017-04-30,0.0,363073.0,-363073.0
2017-05-07,0.0,432620.0,-432620.0
2017-05-14,62.0,425093.0,-425031.0
2017-05-21,0.0,407581.0,-407581.0
2017-05-28,62.0,427317.0,-427255.0
2017-06-04,0.0,502159.0,-502159.0
2017-06-11,0.0,399729.0,-399729.0
2017-06-18,0.0,406070.0,-406070.0
2017-06-25,0.0,446236.0,-446236.0
2017-07-02,0.0,504865.0,-504865.0
2017-07-09,0.0,486738.0,-486738.0
2017-07-16,0.0,419896.0,-419896.0
2017-07-23,0.0,392660.0,-392660.0
2017-07-30,0.0,343796.0,-343796.0
2017-08-06,0.0,361577.0,-361577.0
2017-08-13,0.0,343269.0,-343269.0
2017-08-20,0.0,337323.0,-337323.0
2017-08-27,0.0,407823.0,-407823.0
2017-09-03,0.0,388708.0,-388708.0
2017-09-10,0.0,391923.0,-391923.0
2017-09-17,0.0,366719.0,-366719.0
2017-09-24,0.0,413569.0,-413569.0
2017-10-01,0.0,455073.0,-455073.0
2017-10-08,0.0,409354.0,-409354.0
2017-10-15,0.0,360275.0,-360275.0
2017-10-22,0.0,348297.0,-348297.0
2017-10-29,0.0,347903.0,-347903.0
2017-11-05,0.0,319936.0,-319936.0
2017-11-12,65.0,301136.0,-301071.0
2017-11-19,0.0,263449.0,-263449.0
2017-11-26,0.0,283250.0,-283250.0
2017-12-03,0.0,294644.0,-294644.0
2017-12-10,0.0,303714.0,-303714.0
2017-12-17,0.0,372129.0,-372129.0
2017-12-24,0.0,349802.0,-349802.0
2017-12-31,0.0,386791.0,-386791.0
2018-01-07,0.0,383990.0,-383990.0
2018-01-14,0.0,298290.0,-298290.0
2018-01-21,0.0,260759.0,-260759.0
2018-01-28,0.0,274703.0,-274703.0
2018-02-04,0.0,310476.0,-310476.0
2018-02-11,0.0,280540.0,-280540.0
2018-02-18,0.0,268400.0,-268400.0
2018-02-25,0.0,280170.0,-280170.0
2018-03-04,0.0,277458.0,-277458.0
2018-03-11,0.0,233466.0,-233466.0
2018-03-18,0.0,237279.0,-237279.0
2018-03-25,0.0,249149.0,-249149.0
2018-04-01,0.0,255440.0,-255440.0
2018-04-08,0.0,265257.0,-265257.0
2018-04-15,0.0,245204.0,-245204.0
2018-04-22,0.0,247748.0,-247748.0
2018-04-29,0.0,238414.0,-238414.0
2018-05-06,0.0,256172.0,-256172.0
2018-05-13,64.0,247480.0,-247416.0
2018-05-20,65.0,256904.0,-256839.0
2018-05-27,0.0,247465.0,-247465.0
2018-06-03,0.0,245554.0,-245554.0
2018-06-10,0.0,260593.0,-260593.0
2018-06-17,0.0,239658.0,-239658.0
2018-06-24,0.0,243725.0,-243725.0
2018-07-01,0.0,260837.0,-260837.0
2018-07-08,0.0,264605.0,-264605.0
2018-07-15,0.0,249412.0,-249412.0
2018-07-22,0.0,264459.0,-264459.0
2018-07-29,0.0,250340.0,-250340.0
2018-08-05,0.0,235759.0,-235759.0
2018-08-12,0.0,237390.0,-237390.0
2018-08-19,0.0,249536.0,-249536.0
2018-08-26,0.0,244204.0,-244204.0
2018-09-02,0.0,232432.0,-232432.0
2018-09-09,0.0,229652.0,-229652.0
2018-09-16,0.0,229546.0,-229546.0
2018-09-23,0.0,234336.0,-234336.0
2018-09-30,0.0,229759.0,-229759.0
2018-10-07,0.0,230047.0,-230047.0
2018-10-14,0.0,217293.0,-217293.0
2018-10-21,0.0,220377.0,-220377.0
2018-10-28,0.0,225937.0,-225937.0
2018-11-04,0.0,236530.0,-236530.0
2018-11-11,0.0,230838.0,-230838.0
2018-11-18,0.0,220111.0,-220111.0
2018-11-25,0.0,250869.0,-250869.0
2018-12-02,0.0,227315.0,-227315.0
2018-12-09,66.0,235657.0,-235591.0
2018-12-16,0.0,235444.0,-235444.0
2018-12-23,0.0,252619.0,-252619.0
2018-12-30,0.0,244820.0,-244820.0
2019-01-06,0.0,276394.0,-276394.0
2019-01-13,0.0,260441.0,-260441.0
2019-01-20,0.0,255955.0,-255955.0
2019-01-27,0.0,253617.0,-253617.0
2019-02-03,0.0,249236.0,-249236.0
2019-02-10,0.0,248230.0,-248230.0
2019-02-17,0.0,246265.0,-246265.0
2019-02-24,0.0,255179.0,-255179.0
2019-03-03,0.0,251348.0,-251348.0
2019-03-10,0.0,237132.0,-237132.0
2019-03-17,0.0,239483.0,-239483.0
2019-03-24,0.0,240872.0,-240872.0
2019-03-31,0.0,241600.0,-241600.0
2019-04-07,0.0,249365.0,-249365.0
2019-04-14,0.0,256374.0,-256374.0
2019-04-21,0.0,255682.0,-255682.0
2019-04-28,0.0,270400.0,-270400.0
2019-05-05,0.0,269819.0,-269819.0
2019-05-12,65.0,260970.0,-260905.0
2019-05-19,0.0,263925.0,-263925.0
2019-05-26,0.0,269238.0,-269238.0
2019-06-02,0.0,265417.0,-265417.0
2019-06-09,0.0,271706.0,-271706.0
2019-06-16,0.0,264330.0,-264330.0
2019-06-23,0.0,284695.0,-284695.0
2019-06-30,0.0,272189.0,-272189.0
2019-07-07,0.0,296852.0,-296852.0
2019-07-14,0.0,288495.0,-288495.0
2019-07-21,0.0,282596.0,-282596.0
2019-07-28,0.0,282396.0,-282396.0
2019-08-04,0.0,308710.0,-308710.0
2019-08-11,0.0,284134.0,-284134.0
2019-08-18,0.0,298541.0,-298541.0
2019-08-25,0.0,301218.0,-301218.0
2019-09-01,0.0,286720.0,-286720.0
2019-09-08,0.0,302626.0,-302626.0
2019-09-15,0.0,294250.0,-294250.0
2019-09-22,75000.0,325118.0,-250118.0
2019-09-29,105000.0,290541.0,-185541.0
2019-10-06,181050.0,288618.0,-107568.0
2019-10-13,178650.0,291109.0,-112459.0
2019-10-20,197700.0,302797.0,-105097.0
2019-10-27,178204.0,306047.0,-127843.0
2019-11-03,215500.0,289661.0,-74161.0
2019-11-10,215160.0,288496.0,-73336.0
2019-11-17,209609.0,282072.0,-72463.0
2019-11-24,199159.0,300914.0,-101755.0
2019-12-01,207243.0,281921.0,-74678.0
2019-12-08,208007.0,277374.0,-69367.0
2019-12-15,212957.0,262633.0,-49676.0
2019-12-22,236662.0,263981.0,-27319.0
2019-12-29,234969.0,253490.0,-18521.0
2020-01-05,255619.0,336649.0,-81030.0
2020-01-12,210587.0,274923.0,-64336.0
2020-01-19,229468.0,260913.0,-31445.0
2020-01-26,186076.0,265357.0,-79281.0
2020-02-02,175125.0,233404.0,-58279.0
2020-02-09,170250.0,239163.0,-68913.0
2020-02-16,164400.0,223829.0,-59429.0
2020-02-23,163900.0,226964.0,-63064.0
2020-03-01,143440.0,219968.0,-76528.0
2020-03-08,195000.0,236702.0,-41702.0
2020-03-15,242375.0,233275.0,9100.0
2020-03-22,441945.0,233946.0,207999.0
2020-03-29,352355.0,359114.0,-6759.0
2020-04-05,263050.0,494427.0,-231377.0
2020-04-12,192751.0,334488.0,-141737.0
2020-04-19,181100.0,279584.0,-98484.0
2020-04-26,157500.0,289292.0,-131792.0
2020-05-03,158202.0,269106.0,-110904.0
2020-05-10,172700.0,265206.0,-92506.0
2020-05-17,157354.0,281150.0,-123796.0
2020-05-24,157351.0,266649.0,-109298.0
2020-05-31,181101.0,243976.0,-62875.0
2020-06-07,211550.0,246054.0,-34504.0
2020-06-14,167300.0,240814.0,-73514.0
2020-06-21,79053.0,225462.0,-146409.0
2020-06-28,70201.0,220362.0,-150161.0
2020-07-05,61201.0,227236.0,-166035.0
2020-07-12,0.0,224860.0,-224860.0
2020-07-19,2.0,224229.0,-224227.0
2020-07-26,0.0,214665.0,-214665.0
2020-08-02,0.0,217053.0,-217053.0
2020-08-09,0.0,212448.0,-212448.0
2020-08-16,0.0,218346.0,-218346.0
2020-08-23,0.0,211342.0,-211342.0
2020-08-30,0.0,213075.0,-213075.0
2020-09-06,0.0,212664.0,-212664.0
2020-09-13,2.0,203965.0,-203963.0
2020-09-20,0.0,198482.0,-198482.0
2020-09-27,0.0,204352.0,-204352.0
2020-10-04,1000.0,205233.0,-204233.0
2020-10-11,1059.0,188543.0,-187484.0
2020-10-18,1000.0,195828.0,-194828.0
2020-10-25,1000.0,187435.0,-186435.0
2020-11-01,1000.0,201893.0,-200893.0
2020-11-08,1000.0,193037.0,-192037.0
2020-11-15,1000.0,195811.0,-194811.0
2020-11-22,1000.0,190237.0,-189237.0
2020-11-29,1000.0,197904.0,-196904.0
2020-12-06,1000.0,185537.0,-184537.0
2020-12-13,1000.0,192257.0,-191257.0
2020-12-20,1000.0,190860.0,-189860.0
2020-12-27,1000.0,198524.0,-197524.0
2021-01-03,1000.0,209763.0,-208763.0
2021-01-10,1000.0,206335.0,-205335.0
2021-01-17,1000.0,214173.0,-213173.0
2021-01-24,1000.0,206632.0,-205632.0
2021-01-31,1000.0,210578.0,-209578.0
2021-02-07,1000.0,208933.0,-207933.0
2021-02-14,800.0,212031.0,-211231.0
2021-02-21,500.0,201719.0,-201219.0
2021-02-28,500.0,205373.0,-204873.0
2021-03-07,500.0,203339.0,-202839.0
2021-03-14,500.0,193750.0,-193250.0
2021-03-21,0.0,205516.0,-205516.0
2021-03-28,0.0,234444.0,-234444.0
2021-04-04,0.0,352177.0,-352177.0
2021-04-11,0.0,272073.0,-272073.0
2021-04-18,0.0,281853.0,-281853.0
2021-04-25,0.0,302790.0,-302790.0
2021-05-02,0.0,382891.0,-382891.0
2021-05-09,0.0,388304.0,-388304.0
2021-05-16,1.0,428832.0,-428831.0
2021-05-23,0.0,522156.0,-522156.0
2021-05-30,46.0,670433.0,-670387.0
2021-06-06,0.0,672906.0,-672906.0
2021-06-13,0.0,720936.0,-720936.0
2021-06-20,0.0,743760.0,-743760.0
2021-06-27,0.0,1055931.0,-1055931.0
2021-07-04,0.0,1260925.0,-1260925.0
2021-07-11,0.0,1049332.0,-1049332.0
2021-07-18,0.0,1110967.0,-1110967.0
2021-07-25,0.0,1136878.0,-1136878.0
2021-08-01,0.0,1220133.0,-1220133.0
2021-08-08,0.0,1216357.0,-1216357.0
2021-08-15,0.0,1267998.0,-1267998.0
2021-08-22,0.0,1385401.0,-1385401.0
2021-08-29,0.0,1405110.0,-1405110.0
2021-09-05,0.0,1376296.0,-1376296.0
2021-09-12,0.0,1410538.0,-1410538.0
2021-09-19,0.0,1375676.0,-1375676.0
2021-09-26,0.0,1564032.0,-1564032.0
2021-10-03,0.0,1702347.0,-1702347.0
2021-10-10,0.0,1737790.0,-1737790.0
2021-10-17,0.0,1657622.0,-1657622.0
2021-10-24,0.0,1786368.0,-1786368.0
2021-10-31,0.0,1721484.0,-1721484.0
2021-11-07,0.0,1657066.0,-1657066.0
2021-11-14,0.0,1752977.0,-1752977.0
2021-11-21,0.0,1814292.0,-1814292.0
2021-11-28,0.0,1758815.0,-1758815.0
2021-12-05,1.0,1729277.0,-1729276.0
2021-12-12,1.0,1787227.0,-1787226.0
2021-12-19,0.0,1927879.0,-1927879.0
2021-12-26,0.0,1982915.0,-1982915.0
2022-01-02,0.0,1920789.0,-1920789.0
2022-01-09,0.0,1795618.0,-1795618.0
2022-01-16,1.0,1862045.0,-1862044.0
2022-01-23,1.0,1963799.0,-1963798.0
2022-01-30,0.0,1891190.0,-1891190.0
2022-02-06,0.0,1906571.0,-1906571.0
2022-02-13,0.0,1907891.0,-1907891.0
2022-02-20,0.0,1901462.0,-1901462.0
2022-02-27,0.0,1993111.0,-1993111.0
2022-03-06,1.0,1775652.0,-1775651.0
2022-03-13,1.0,1786246.0,-1786245.0
2022-03-20,1.0,1864637.0,-1864636.0
2022-03-27,0.0,2054582.0,-2054582.0
2022-04-03,1.0,2040783.0,-2040782.0
2022-04-10,3.0,1975638.0,-1975635.0
2022-04-17,1.0,2070332.0,-2070331.0
2022-04-24,0.0,2164277.0,-2164277.0
2022-05-01,0.0,2091563.0,-2091563.0
2022-05-08,1.0,2098553.0,-2098552.0
2022-05-15,0.0,2174763.0,-2174763.0
2022-05-22,0.0,2241622.0,-2241622.0
2022-05-29,0.0,2258221.0,-2258221.0
2022-06-05,0.0,2230540.0,-2230540.0
2022-06-12,0.0,2404314.0,-2404314.0
2022-06-19,0.0,2421604.0,-2421604.0
2022-06-26,0.0,2516146.0,-2516146.0
2022-07-03,1.0,2488247.0,-2488246.0
2022-07-10,0.0,2440650.0,-2440650.0
2022-07-17,2.0,2442840.0,-2442838.0
2022-07-24,0.0,2534475.0,-2534475.0
2022-07-31,1.0,2484253.0,-2484252.0
2022-08-07,0.0,2447840.0,-2447840.0
2022-08-14,0.0,2445699.0,-2445699.0
2022-08-21,0.0,2467848.0,-2467848.0
2022-08-28,0.0,2494360.0,-2494360.0
2022-09-04,0.0,2528284.0,-2528284.0
