ISO_Code,Year,North America
PRT,2011-01-01,0
QAT,2011-01-01,0
ROU,2011-01-01,0
RUS,2011-01-01,0
RWA,2011-01-01,0
SAU,2011-01-01,0
SEN,2011-01-01,0
SRB,2011-01-01,0
SYC,2011-01-01,0
SLE,2011-01-01,0
SGP,2011-01-01,0
SVK,2011-01-01,0
SVN,2011-01-01,0
ZAF,2011-01-01,0
ESP,2011-01-01,0
LKA,2011-01-01,0
SDN,2011-01-01,0
SUR,2011-01-01,0
SWZ,2011-01-01,0
SWE,2011-01-01,0
CHE,2011-01-01,0
SYR,2011-01-01,0
TWN,2011-01-01,0
TJK,2011-01-01,0
TZA,2011-01-01,0
THA,2011-01-01,0
TLS,2011-01-01,0
TGO,2011-01-01,0
TTO,2011-01-01,1
TUN,2011-01-01,0
TUR,2011-01-01,0
UGA,2011-01-01,0
UKR,2011-01-01,0
ARE,2011-01-01,0
GBR,2011-01-01,0
USA,2011-01-01,1
URY,2011-01-01,0
VEN,2011-01-01,0
VNM,2011-01-01,0
YEM,2011-01-01,0
ZMB,2011-01-01,0
ZWE,2011-01-01,0
ALB,2010-01-01,0
DZA,2010-01-01,0
AGO,2010-01-01,0
ARG,2010-01-01,0
ARM,2010-01-01,0
AUS,2010-01-01,0
AUT,2010-01-01,0
AZE,2010-01-01,0
BHS,2010-01-01,1
BHR,2010-01-01,0
BGD,2010-01-01,0
BRB,2010-01-01,1
BLR,2010-01-01,0
BEL,2010-01-01,0
BLZ,2010-01-01,1
BEN,2010-01-01,0
BTN,2010-01-01,0
BOL,2010-01-01,0
BIH,2010-01-01,0
BWA,2010-01-01,0
BRA,2010-01-01,0
BRN,2010-01-01,0
BGR,2010-01-01,0
BFA,2010-01-01,0
BDI,2010-01-01,0
KHM,2010-01-01,0
CMR,2010-01-01,0
CAN,2010-01-01,1
CPV,2010-01-01,0
CAF,2010-01-01,0
TCD,2010-01-01,0
CHL,2010-01-01,0
CHN,2010-01-01,0
COL,2010-01-01,0
COD,2010-01-01,0
COG,2010-01-01,0
CRI,2010-01-01,1
CIV,2010-01-01,0
HRV,2010-01-01,0
CYP,2010-01-01,0
CZE,2010-01-01,0
DNK,2010-01-01,0
DOM,2010-01-01,1
ECU,2010-01-01,0
EGY,2010-01-01,0
SLV,2010-01-01,1
EST,2010-01-01,0
ETH,2010-01-01,0
FJI,2010-01-01,0
FIN,2010-01-01,0
FRA,2010-01-01,0
GAB,2010-01-01,0
GMB,2010-01-01,0
GEO,2010-01-01,0
DEU,2010-01-01,0
GHA,2010-01-01,0
GRC,2010-01-01,0
GTM,2010-01-01,1
GIN,2010-01-01,0
GNB,2010-01-01,0
GUY,2010-01-01,0
HTI,2010-01-01,1
HND,2010-01-01,1
HKG,2010-01-01,0
HUN,2010-01-01,0
ISL,2010-01-01,0
IND,2010-01-01,0
IDN,2010-01-01,0
IRN,2010-01-01,0
IRQ,2010-01-01,0
IRL,2010-01-01,0
ISR,2010-01-01,0
ITA,2010-01-01,0
JAM,2010-01-01,1
JPN,2010-01-01,0
JOR,2010-01-01,0
KAZ,2010-01-01,0
KEN,2010-01-01,0
KOR,2010-01-01,0
KWT,2010-01-01,0
KGZ,2010-01-01,0
LAO,2010-01-01,0
LVA,2010-01-01,0
LBN,2010-01-01,0
LSO,2010-01-01,0
LBR,2010-01-01,0
LBY,2010-01-01,0
LTU,2010-01-01,0
LUX,2010-01-01,0
MKD,2010-01-01,0
MDG,2010-01-01,0
MWI,2010-01-01,0
MYS,2010-01-01,0
MLI,2010-01-01,0
MLT,2010-01-01,0
MRT,2010-01-01,0
MUS,2010-01-01,0
MEX,2010-01-01,1
MDA,2010-01-01,0
MNG,2010-01-01,0
MNE,2010-01-01,0
MAR,2010-01-01,0
MOZ,2010-01-01,0
MMR,2010-01-01,0
NAM,2010-01-01,0
NPL,2010-01-01,0
NLD,2010-01-01,0
NZL,2010-01-01,0
NIC,2010-01-01,1
NER,2010-01-01,0
NGA,2010-01-01,0
NOR,2010-01-01,0
OMN,2010-01-01,0
PAK,2010-01-01,0
PAN,2010-01-01,1
PNG,2010-01-01,0
PRY,2010-01-01,0
PER,2010-01-01,0
PHL,2010-01-01,0
POL,2010-01-01,0
PRT,2010-01-01,0
QAT,2010-01-01,0
ROU,2010-01-01,0
RUS,2010-01-01,0
RWA,2010-01-01,0
SAU,2010-01-01,0
SEN,2010-01-01,0
SRB,2010-01-01,0
SYC,2010-01-01,0
SLE,2010-01-01,0
SGP,2010-01-01,0
SVK,2010-01-01,0
SVN,2010-01-01,0
ZAF,2010-01-01,0
ESP,2010-01-01,0
LKA,2010-01-01,0
SDN,2010-01-01,0
SUR,2010-01-01,0
SWZ,2010-01-01,0
SWE,2010-01-01,0
CHE,2010-01-01,0
SYR,2010-01-01,0
TWN,2010-01-01,0
TJK,2010-01-01,0
TZA,2010-01-01,0
THA,2010-01-01,0
TLS,2010-01-01,0
TGO,2010-01-01,0
TTO,2010-01-01,1
TUN,2010-01-01,0
TUR,2010-01-01,0
UGA,2010-01-01,0
UKR,2010-01-01,0
ARE,2010-01-01,0
GBR,2010-01-01,0
USA,2010-01-01,1
URY,2010-01-01,0
VEN,2010-01-01,0
VNM,2010-01-01,0
YEM,2010-01-01,0
ZMB,2010-01-01,0
ZWE,2010-01-01,0
ALB,2009-01-01,0
DZA,2009-01-01,0
AGO,2009-01-01,0
ARG,2009-01-01,0
ARM,2009-01-01,0
AUS,2009-01-01,0
AUT,2009-01-01,0
AZE,2009-01-01,0
BHS,2009-01-01,1
BHR,2009-01-01,0
BGD,2009-01-01,0
BRB,2009-01-01,1
BLR,2009-01-01,0
BEL,2009-01-01,0
BLZ,2009-01-01,1
BEN,2009-01-01,0
BTN,2009-01-01,0
BOL,2009-01-01,0
BIH,2009-01-01,0
BWA,2009-01-01,0
BRA,2009-01-01,0
BRN,2009-01-01,0
BGR,2009-01-01,0
BFA,2009-01-01,0
BDI,2009-01-01,0
KHM,2009-01-01,0
CMR,2009-01-01,0
CAN,2009-01-01,1
CPV,2009-01-01,0
CAF,2009-01-01,0
TCD,2009-01-01,0
CHL,2009-01-01,0
CHN,2009-01-01,0
COL,2009-01-01,0
COD,2009-01-01,0
COG,2009-01-01,0
CRI,2009-01-01,1
CIV,2009-01-01,0
HRV,2009-01-01,0
CYP,2009-01-01,0
CZE,2009-01-01,0
DNK,2009-01-01,0
DOM,2009-01-01,1
ECU,2009-01-01,0
EGY,2009-01-01,0
SLV,2009-01-01,1
EST,2009-01-01,0
ETH,2009-01-01,0
FJI,2009-01-01,0
FIN,2009-01-01,0
FRA,2009-01-01,0
GAB,2009-01-01,0
GMB,2009-01-01,0
GEO,2009-01-01,0
DEU,2009-01-01,0
GHA,2009-01-01,0
GRC,2009-01-01,0
GTM,2009-01-01,1
GIN,2009-01-01,0
GNB,2009-01-01,0
GUY,2009-01-01,0
HTI,2009-01-01,1
HND,2009-01-01,1
HKG,2009-01-01,0
HUN,2009-01-01,0
ISL,2009-01-01,0
IND,2009-01-01,0
IDN,2009-01-01,0
IRN,2009-01-01,0
IRQ,2009-01-01,0
IRL,2009-01-01,0
ISR,2009-01-01,0
ITA,2009-01-01,0
JAM,2009-01-01,1
JPN,2009-01-01,0
JOR,2009-01-01,0
KAZ,2009-01-01,0
KEN,2009-01-01,0
KOR,2009-01-01,0
KWT,2009-01-01,0
KGZ,2009-01-01,0
LAO,2009-01-01,0
LVA,2009-01-01,0
LBN,2009-01-01,0
LSO,2009-01-01,0
LBR,2009-01-01,0
LBY,2009-01-01,0
LTU,2009-01-01,0
LUX,2009-01-01,0
MKD,2009-01-01,0
MDG,2009-01-01,0
MWI,2009-01-01,0
MYS,2009-01-01,0
MLI,2009-01-01,0
MLT,2009-01-01,0
MRT,2009-01-01,0
MUS,2009-01-01,0
MEX,2009-01-01,1
MDA,2009-01-01,0
MNG,2009-01-01,0
MNE,2009-01-01,0
MAR,2009-01-01,0
MOZ,2009-01-01,0
MMR,2009-01-01,0
NAM,2009-01-01,0
NPL,2009-01-01,0
NLD,2009-01-01,0
NZL,2009-01-01,0
NIC,2009-01-01,1
NER,2009-01-01,0
NGA,2009-01-01,0
NOR,2009-01-01,0
OMN,2009-01-01,0
PAK,2009-01-01,0
PAN,2009-01-01,1
PNG,2009-01-01,0
PRY,2009-01-01,0
PER,2009-01-01,0
PHL,2009-01-01,0
POL,2009-01-01,0
PRT,2009-01-01,0
QAT,2009-01-01,0
ROU,2009-01-01,0
RUS,2009-01-01,0
RWA,2009-01-01,0
SAU,2009-01-01,0
SEN,2009-01-01,0
SRB,2009-01-01,0
SYC,2009-01-01,0
SLE,2009-01-01,0
SGP,2009-01-01,0
SVK,2009-01-01,0
SVN,2009-01-01,0
ZAF,2009-01-01,0
ESP,2009-01-01,0
LKA,2009-01-01,0
SDN,2009-01-01,0
SUR,2009-01-01,0
SWZ,2009-01-01,0
SWE,2009-01-01,0
CHE,2009-01-01,0
SYR,2009-01-01,0
TWN,2009-01-01,0
TJK,2009-01-01,0
TZA,2009-01-01,0
THA,2009-01-01,0
TLS,2009-01-01,0
TGO,2009-01-01,0
TTO,2009-01-01,1
TUN,2009-01-01,0
TUR,2009-01-01,0
UGA,2009-01-01,0
UKR,2009-01-01,0
ARE,2009-01-01,0
GBR,2009-01-01,0
USA,2009-01-01,1
URY,2009-01-01,0
VEN,2009-01-01,0
VNM,2009-01-01,0
YEM,2009-01-01,0
ZMB,2009-01-01,0
ZWE,2009-01-01,0
ALB,2008-01-01,0
DZA,2008-01-01,0
AGO,2008-01-01,0
ARG,2008-01-01,0
ARM,2008-01-01,0
AUS,2008-01-01,0
AUT,2008-01-01,0
AZE,2008-01-01,0
BHS,2008-01-01,1
BHR,2008-01-01,0
BGD,2008-01-01,0
BRB,2008-01-01,1
BLR,2008-01-01,0
BEL,2008-01-01,0
BLZ,2008-01-01,1
BEN,2008-01-01,0
BTN,2008-01-01,0
BOL,2008-01-01,0
BIH,2008-01-01,0
BWA,2008-01-01,0
BRA,2008-01-01,0
BRN,2008-01-01,0
BGR,2008-01-01,0
BFA,2008-01-01,0
BDI,2008-01-01,0
KHM,2008-01-01,0
CMR,2008-01-01,0
CAN,2008-01-01,1
CPV,2008-01-01,0
CAF,2008-01-01,0
TCD,2008-01-01,0
CHL,2008-01-01,0
CHN,2008-01-01,0
COL,2008-01-01,0
COD,2008-01-01,0
COG,2008-01-01,0
CRI,2008-01-01,1
CIV,2008-01-01,0
HRV,2008-01-01,0
CYP,2008-01-01,0
CZE,2008-01-01,0
DNK,2008-01-01,0
DOM,2008-01-01,1
ECU,2008-01-01,0
EGY,2008-01-01,0
SLV,2008-01-01,1
EST,2008-01-01,0
ETH,2008-01-01,0
FJI,2008-01-01,0
FIN,2008-01-01,0
FRA,2008-01-01,0
GAB,2008-01-01,0
GMB,2008-01-01,0
GEO,2008-01-01,0
DEU,2008-01-01,0
GHA,2008-01-01,0
GRC,2008-01-01,0
GTM,2008-01-01,1
GIN,2008-01-01,0
GNB,2008-01-01,0
GUY,2008-01-01,0
HTI,2008-01-01,1
HND,2008-01-01,1
HKG,2008-01-01,0
HUN,2008-01-01,0
ISL,2008-01-01,0
IND,2008-01-01,0
IDN,2008-01-01,0
IRN,2008-01-01,0
IRQ,2008-01-01,0
IRL,2008-01-01,0
ISR,2008-01-01,0
ITA,2008-01-01,0
JAM,2008-01-01,1
JPN,2008-01-01,0
JOR,2008-01-01,0
KAZ,2008-01-01,0
KEN,2008-01-01,0
KOR,2008-01-01,0
KWT,2008-01-01,0
KGZ,2008-01-01,0
LAO,2008-01-01,0
LVA,2008-01-01,0
LBN,2008-01-01,0
LSO,2008-01-01,0
LBR,2008-01-01,0
LBY,2008-01-01,0
LTU,2008-01-01,0
LUX,2008-01-01,0
MKD,2008-01-01,0
MDG,2008-01-01,0
MWI,2008-01-01,0
MYS,2008-01-01,0
MLI,2008-01-01,0
MLT,2008-01-01,0
MRT,2008-01-01,0
MUS,2008-01-01,0
MEX,2008-01-01,1
MDA,2008-01-01,0
MNG,2008-01-01,0
MNE,2008-01-01,0
MAR,2008-01-01,0
MOZ,2008-01-01,0
MMR,2008-01-01,0
NAM,2008-01-01,0
NPL,2008-01-01,0
NLD,2008-01-01,0
NZL,2008-01-01,0
NIC,2008-01-01,1
NER,2008-01-01,0
NGA,2008-01-01,0
NOR,2008-01-01,0
OMN,2008-01-01,0
PAK,2008-01-01,0
PAN,2008-01-01,1
PNG,2008-01-01,0
PRY,2008-01-01,0
PER,2008-01-01,0
PHL,2008-01-01,0
POL,2008-01-01,0
PRT,2008-01-01,0
QAT,2008-01-01,0
ROU,2008-01-01,0
RUS,2008-01-01,0
RWA,2008-01-01,0
SAU,2008-01-01,0
SEN,2008-01-01,0
SRB,2008-01-01,0
SYC,2008-01-01,0
SLE,2008-01-01,0
SGP,2008-01-01,0
SVK,2008-01-01,0
SVN,2008-01-01,0
ZAF,2008-01-01,0
ESP,2008-01-01,0
LKA,2008-01-01,0
SDN,2008-01-01,0
SUR,2008-01-01,0
SWZ,2008-01-01,0
SWE,2008-01-01,0
CHE,2008-01-01,0
SYR,2008-01-01,0
TWN,2008-01-01,0
TJK,2008-01-01,0
TZA,2008-01-01,0
THA,2008-01-01,0
TLS,2008-01-01,0
TGO,2008-01-01,0
TTO,2008-01-01,1
TUN,2008-01-01,0
TUR,2008-01-01,0
UGA,2008-01-01,0
UKR,2008-01-01,0
ARE,2008-01-01,0
GBR,2008-01-01,0
USA,2008-01-01,1
URY,2008-01-01,0
VEN,2008-01-01,0
VNM,2008-01-01,0
YEM,2008-01-01,0
ZMB,2008-01-01,0
ZWE,2008-01-01,0
ALB,2007-01-01,0
DZA,2007-01-01,0
AGO,2007-01-01,0
ARG,2007-01-01,0
ARM,2007-01-01,0
AUS,2007-01-01,0
AUT,2007-01-01,0
AZE,2007-01-01,0
BHS,2007-01-01,1
BHR,2007-01-01,0
BGD,2007-01-01,0
BRB,2007-01-01,1
BLR,2007-01-01,0
BEL,2007-01-01,0
BLZ,2007-01-01,1
BEN,2007-01-01,0
BTN,2007-01-01,0
BOL,2007-01-01,0
BIH,2007-01-01,0
BWA,2007-01-01,0
BRA,2007-01-01,0
BRN,2007-01-01,0
BGR,2007-01-01,0
BFA,2007-01-01,0
BDI,2007-01-01,0
KHM,2007-01-01,0
CMR,2007-01-01,0
CAN,2007-01-01,1
CPV,2007-01-01,0
CAF,2007-01-01,0
TCD,2007-01-01,0
CHL,2007-01-01,0
CHN,2007-01-01,0
COL,2007-01-01,0
COD,2007-01-01,0
COG,2007-01-01,0
CRI,2007-01-01,1
CIV,2007-01-01,0
HRV,2007-01-01,0
CYP,2007-01-01,0
CZE,2007-01-01,0
DNK,2007-01-01,0
DOM,2007-01-01,1
ECU,2007-01-01,0
EGY,2007-01-01,0
SLV,2007-01-01,1
EST,2007-01-01,0
ETH,2007-01-01,0
FJI,2007-01-01,0
FIN,2007-01-01,0
FRA,2007-01-01,0
GAB,2007-01-01,0
GMB,2007-01-01,0
GEO,2007-01-01,0
DEU,2007-01-01,0
GHA,2007-01-01,0
GRC,2007-01-01,0
GTM,2007-01-01,1
GIN,2007-01-01,0
GNB,2007-01-01,0
GUY,2007-01-01,0
HTI,2007-01-01,1
HND,2007-01-01,1
HKG,2007-01-01,0
HUN,2007-01-01,0
ISL,2007-01-01,0
IND,2007-01-01,0
IDN,2007-01-01,0
IRN,2007-01-01,0
IRQ,2007-01-01,0
IRL,2007-01-01,0
ISR,2007-01-01,0
ITA,2007-01-01,0
JAM,2007-01-01,1
JPN,2007-01-01,0
JOR,2007-01-01,0
KAZ,2007-01-01,0
KEN,2007-01-01,0
KOR,2007-01-01,0
KWT,2007-01-01,0
KGZ,2007-01-01,0
LAO,2007-01-01,0
LVA,2007-01-01,0
LBN,2007-01-01,0
LSO,2007-01-01,0
LBR,2007-01-01,0
LBY,2007-01-01,0
LTU,2007-01-01,0
LUX,2007-01-01,0
MKD,2007-01-01,0
MDG,2007-01-01,0
MWI,2007-01-01,0
MYS,2007-01-01,0
MLI,2007-01-01,0
MLT,2007-01-01,0
MRT,2007-01-01,0
MUS,2007-01-01,0
MEX,2007-01-01,1
MDA,2007-01-01,0
MNG,2007-01-01,0
MNE,2007-01-01,0
MAR,2007-01-01,0
MOZ,2007-01-01,0
MMR,2007-01-01,0
NAM,2007-01-01,0
NPL,2007-01-01,0
NLD,2007-01-01,0
NZL,2007-01-01,0
NIC,2007-01-01,1
NER,2007-01-01,0
NGA,2007-01-01,0
NOR,2007-01-01,0
OMN,2007-01-01,0
PAK,2007-01-01,0
PAN,2007-01-01,1
PNG,2007-01-01,0
PRY,2007-01-01,0
PER,2007-01-01,0
PHL,2007-01-01,0
POL,2007-01-01,0
PRT,2007-01-01,0
QAT,2007-01-01,0
ROU,2007-01-01,0
RUS,2007-01-01,0
RWA,2007-01-01,0
SAU,2007-01-01,0
SEN,2007-01-01,0
SRB,2007-01-01,0
SYC,2007-01-01,0
SLE,2007-01-01,0
SGP,2007-01-01,0
SVK,2007-01-01,0
SVN,2007-01-01,0
ZAF,2007-01-01,0
ESP,2007-01-01,0
LKA,2007-01-01,0
SDN,2007-01-01,0
SUR,2007-01-01,0
SWZ,2007-01-01,0
SWE,2007-01-01,0
CHE,2007-01-01,0
SYR,2007-01-01,0
TWN,2007-01-01,0
TJK,2007-01-01,0
TZA,2007-01-01,0
THA,2007-01-01,0
TLS,2007-01-01,0
TGO,2007-01-01,0
TTO,2007-01-01,1
TUN,2007-01-01,0
TUR,2007-01-01,0
UGA,2007-01-01,0
UKR,2007-01-01,0
ARE,2007-01-01,0
GBR,2007-01-01,0
USA,2007-01-01,1
URY,2007-01-01,0
VEN,2007-01-01,0
VNM,2007-01-01,0
YEM,2007-01-01,0
ZMB,2007-01-01,0
ZWE,2007-01-01,0
ALB,2006-01-01,0
DZA,2006-01-01,0
AGO,2006-01-01,0
ARG,2006-01-01,0
ARM,2006-01-01,0
AUS,2006-01-01,0
AUT,2006-01-01,0
AZE,2006-01-01,0
BHS,2006-01-01,1
BHR,2006-01-01,0
BGD,2006-01-01,0
BRB,2006-01-01,1
BLR,2006-01-01,0
BEL,2006-01-01,0
BLZ,2006-01-01,1
BEN,2006-01-01,0
BTN,2006-01-01,0
BOL,2006-01-01,0
BIH,2006-01-01,0
BWA,2006-01-01,0
BRA,2006-01-01,0
BRN,2006-01-01,0
BGR,2006-01-01,0
BFA,2006-01-01,0
BDI,2006-01-01,0
KHM,2006-01-01,0
CMR,2006-01-01,0
CAN,2006-01-01,1
CPV,2006-01-01,0
CAF,2006-01-01,0
TCD,2006-01-01,0
CHL,2006-01-01,0
CHN,2006-01-01,0
COL,2006-01-01,0
COD,2006-01-01,0
COG,2006-01-01,0
CRI,2006-01-01,1
CIV,2006-01-01,0
HRV,2006-01-01,0
CYP,2006-01-01,0
CZE,2006-01-01,0
DNK,2006-01-01,0
DOM,2006-01-01,1
ECU,2006-01-01,0
EGY,2006-01-01,0
SLV,2006-01-01,1
EST,2006-01-01,0
ETH,2006-01-01,0
FJI,2006-01-01,0
FIN,2006-01-01,0
FRA,2006-01-01,0
GAB,2006-01-01,0
GMB,2006-01-01,0
GEO,2006-01-01,0
DEU,2006-01-01,0
GHA,2006-01-01,0
GRC,2006-01-01,0
GTM,2006-01-01,1
GIN,2006-01-01,0
GNB,2006-01-01,0
GUY,2006-01-01,0
HTI,2006-01-01,1
HND,2006-01-01,1
HKG,2006-01-01,0
HUN,2006-01-01,0
ISL,2006-01-01,0
IND,2006-01-01,0
IDN,2006-01-01,0
IRN,2006-01-01,0
IRQ,2006-01-01,0
IRL,2006-01-01,0
ISR,2006-01-01,0
ITA,2006-01-01,0
JAM,2006-01-01,1
JPN,2006-01-01,0
JOR,2006-01-01,0
KAZ,2006-01-01,0
KEN,2006-01-01,0
KOR,2006-01-01,0
KWT,2006-01-01,0
KGZ,2006-01-01,0
LAO,2006-01-01,0
LVA,2006-01-01,0
LBN,2006-01-01,0
LSO,2006-01-01,0
LBR,2006-01-01,0
LBY,2006-01-01,0
LTU,2006-01-01,0
LUX,2006-01-01,0
MKD,2006-01-01,0
MDG,2006-01-01,0
MWI,2006-01-01,0
MYS,2006-01-01,0
MLI,2006-01-01,0
MLT,2006-01-01,0
MRT,2006-01-01,0
MUS,2006-01-01,0
MEX,2006-01-01,1
MDA,2006-01-01,0
MNG,2006-01-01,0
MNE,2006-01-01,0
MAR,2006-01-01,0
MOZ,2006-01-01,0
MMR,2006-01-01,0
NAM,2006-01-01,0
NPL,2006-01-01,0
NLD,2006-01-01,0
NZL,2006-01-01,0
NIC,2006-01-01,1
NER,2006-01-01,0
NGA,2006-01-01,0
NOR,2006-01-01,0
OMN,2006-01-01,0
PAK,2006-01-01,0
PAN,2006-01-01,1
PNG,2006-01-01,0
PRY,2006-01-01,0
PER,2006-01-01,0
PHL,2006-01-01,0
POL,2006-01-01,0
PRT,2006-01-01,0
QAT,2006-01-01,0
ROU,2006-01-01,0
RUS,2006-01-01,0
RWA,2006-01-01,0
SAU,2006-01-01,0
SEN,2006-01-01,0
SRB,2006-01-01,0
SYC,2006-01-01,0
SLE,2006-01-01,0
SGP,2006-01-01,0
SVK,2006-01-01,0
SVN,2006-01-01,0
ZAF,2006-01-01,0
ESP,2006-01-01,0
LKA,2006-01-01,0
SDN,2006-01-01,0
SUR,2006-01-01,0
SWZ,2006-01-01,0
SWE,2006-01-01,0
CHE,2006-01-01,0
SYR,2006-01-01,0
TWN,2006-01-01,0
TJK,2006-01-01,0
TZA,2006-01-01,0
THA,2006-01-01,0
TLS,2006-01-01,0
TGO,2006-01-01,0
TTO,2006-01-01,1
TUN,2006-01-01,0
TUR,2006-01-01,0
UGA,2006-01-01,0
UKR,2006-01-01,0
ARE,2006-01-01,0
GBR,2006-01-01,0
USA,2006-01-01,1
URY,2006-01-01,0
VEN,2006-01-01,0
VNM,2006-01-01,0
YEM,2006-01-01,0
ZMB,2006-01-01,0
ZWE,2006-01-01,0
ALB,2005-01-01,0
DZA,2005-01-01,0
AGO,2005-01-01,0
ARG,2005-01-01,0
ARM,2005-01-01,0
AUS,2005-01-01,0
AUT,2005-01-01,0
AZE,2005-01-01,0
BHS,2005-01-01,1
BHR,2005-01-01,0
BGD,2005-01-01,0
BRB,2005-01-01,1
BLR,2005-01-01,0
BEL,2005-01-01,0
BLZ,2005-01-01,1
BEN,2005-01-01,0
BTN,2005-01-01,0
BOL,2005-01-01,0
BIH,2005-01-01,0
BWA,2005-01-01,0
BRA,2005-01-01,0
BRN,2005-01-01,0
BGR,2005-01-01,0
BFA,2005-01-01,0
BDI,2005-01-01,0
KHM,2005-01-01,0
CMR,2005-01-01,0
CAN,2005-01-01,1
CPV,2005-01-01,0
CAF,2005-01-01,0
TCD,2005-01-01,0
CHL,2005-01-01,0
CHN,2005-01-01,0
COL,2005-01-01,0
COD,2005-01-01,0
COG,2005-01-01,0
CRI,2005-01-01,1
CIV,2005-01-01,0
HRV,2005-01-01,0
CYP,2005-01-01,0
CZE,2005-01-01,0
DNK,2005-01-01,0
DOM,2005-01-01,1
ECU,2005-01-01,0
EGY,2005-01-01,0
SLV,2005-01-01,1
EST,2005-01-01,0
ETH,2005-01-01,0
FJI,2005-01-01,0
FIN,2005-01-01,0
FRA,2005-01-01,0
GAB,2005-01-01,0
GMB,2005-01-01,0
GEO,2005-01-01,0
DEU,2005-01-01,0
GHA,2005-01-01,0
GRC,2005-01-01,0
GTM,2005-01-01,1
GIN,2005-01-01,0
GNB,2005-01-01,0
GUY,2005-01-01,0
HTI,2005-01-01,1
HND,2005-01-01,1
HKG,2005-01-01,0
HUN,2005-01-01,0
ISL,2005-01-01,0
IND,2005-01-01,0
IDN,2005-01-01,0
IRN,2005-01-01,0
IRQ,2005-01-01,0
IRL,2005-01-01,0
ISR,2005-01-01,0
ITA,2005-01-01,0
JAM,2005-01-01,1
JPN,2005-01-01,0
JOR,2005-01-01,0
KAZ,2005-01-01,0
KEN,2005-01-01,0
KOR,2005-01-01,0
KWT,2005-01-01,0
