ISO_Code,Year,RGDP Per Capita Lag
KGZ,2012-01-01,4142.0
LAO,2012-01-01,4401.0
LVA,2012-01-01,18428.0
LBN,2012-01-01,16230.0
LSO,2012-01-01,2346.0
LBR,2012-01-01,820.0
LBY,2012-01-01,12893.0
LTU,2012-01-01,20243.0
LUX,2012-01-01,54031.0
MKD,2012-01-01,11321.0
MDG,2012-01-01,1347.0
MWI,2012-01-01,1102.0
MYS,2012-01-01,19390.0
MLI,2012-01-01,1500.0
MLT,2012-01-01,23871.0
MRT,2012-01-01,3104.0
MUS,2012-01-01,16483.0
MEX,2012-01-01,15210.0
MDA,2012-01-01,4892.0
MNG,2012-01-01,9484.0
MNE,2012-01-01,15747.0
MAR,2012-01-01,7226.0
MOZ,2012-01-01,925.0
MMR,2012-01-01,3884.0
NAM,2012-01-01,8203.0
NPL,2012-01-01,2189.0
NLD,2012-01-01,44591.0
NZL,2012-01-01,32057.0
NIC,2012-01-01,4189.0
NER,2012-01-01,799.0
NGA,2012-01-01,5136.0
NOR,2012-01-01,80623.0
OMN,2012-01-01,44454.0
PAK,2012-01-01,4464.0
PAN,2012-01-01,16762.0
PNG,2012-01-01,
PRY,2012-01-01,7377.0
PER,2012-01-01,10044.0
PHL,2012-01-01,5851.0
POL,2012-01-01,21837.0
PRT,2012-01-01,25133.0
QAT,2012-01-01,155533.0
ROU,2012-01-01,17174.0
RUS,2012-01-01,23130.0
RWA,2012-01-01,1449.0
SAU,2012-01-01,48470.0
SEN,2012-01-01,2123.0
SRB,2012-01-01,12463.0
SYC,2012-01-01,21545.0
SLE,2012-01-01,1479.0
SGP,2012-01-01,61672.0
SVK,2012-01-01,22483.0
SVN,2012-01-01,26004.0
ZAF,2012-01-01,11838.0
ESP,2012-01-01,31600.0
LKA,2012-01-01,8918.0
SDN,2012-01-01,3669.0
SUR,2012-01-01,
SWZ,2012-01-01,7389.0
SWE,2012-01-01,42079.0
CHE,2012-01-01,58686.0
SYR,2012-01-01,5979.0
TWN,2012-01-01,38565.0
TJK,2012-01-01,3111.0
TZA,2012-01-01,2227.0
THA,2012-01-01,13318.0
TLS,2012-01-01,
TGO,2012-01-01,1227.0
TTO,2012-01-01,29745.0
TUN,2012-01-01,10437.0
TUR,2012-01-01,17919.0
UGA,2012-01-01,1890.0
UKR,2012-01-01,10333.0
ARE,2012-01-01,65307.0
GBR,2012-01-01,34971.0
USA,2012-01-01,49675.0
URY,2012-01-01,17211.0
VEN,2012-01-01,17746.0
VNM,2012-01-01,4786.0
YEM,2012-01-01,4088.0
ZMB,2012-01-01,3205.0
ZWE,2012-01-01,1515.0
ALB,2011-01-01,9324.0
DZA,2011-01-01,12510.0
AGO,2011-01-01,6408.0
ARG,2011-01-01,18660.0
ARM,2011-01-01,7642.0
AUS,2011-01-01,45398.0
AUT,2011-01-01,40500.0
AZE,2011-01-01,12866.0
BHS,2011-01-01,
BHR,2011-01-01,37062.0
BGD,2011-01-01,2421.0
BRB,2011-01-01,14452.0
BLR,2011-01-01,16016.0
BEL,2011-01-01,38592.0
BLZ,2011-01-01,
BEN,2011-01-01,1864.0
BTN,2011-01-01,
BOL,2011-01-01,4805.0
BIH,2011-01-01,8646.0
BWA,2011-01-01,12188.0
BRA,2011-01-01,13418.0
BRN,2011-01-01,
BGR,2011-01-01,14971.0
BFA,2011-01-01,1328.0
BDI,2011-01-01,743.0
KHM,2011-01-01,2322.0
CMR,2011-01-01,2422.0
CAN,2011-01-01,40618.0
CPV,2011-01-01,5917.0
CAF,2011-01-01,866.0
TCD,2011-01-01,1764.0
CHL,2011-01-01,18075.0
CHN,2011-01-01,9475.0
COL,2011-01-01,10618.0
COD,2011-01-01,647.0
COG,2011-01-01,5097.0
CRI,2011-01-01,11989.0
CIV,2011-01-01,2608.0
HRV,2011-01-01,18987.0
CYP,2011-01-01,29488.0
CZE,2011-01-01,25608.0
DNK,2011-01-01,42474.0
DOM,2011-01-01,11524.0
ECU,2011-01-01,9111.0
EGY,2011-01-01,9578.0
SLV,2011-01-01,7260.0
EST,2011-01-01,19917.0
ETH,2011-01-01,1049.0
FJI,2011-01-01,
FIN,2011-01-01,38074.0
FRA,2011-01-01,35871.0
GAB,2011-01-01,11469.0
GMB,2011-01-01,1850.0
GEO,2011-01-01,8305.0
DEU,2011-01-01,41215.0
GHA,2011-01-01,2682.0
GRC,2011-01-01,27169.0
GTM,2011-01-01,6323.0
GIN,2011-01-01,1219.0
GNB,2011-01-01,1324.0
GUY,2011-01-01,
HTI,2011-01-01,1644.0
HND,2011-01-01,4189.0
HKG,2011-01-01,44857.0
HUN,2011-01-01,20365.0
ISL,2011-01-01,36515.0
IND,2011-01-01,4353.0
IDN,2011-01-01,7378.0
IRN,2011-01-01,17716.0
IRQ,2011-01-01,9426.0
IRL,2011-01-01,48910.0
ISR,2011-01-01,29319.0
ITA,2011-01-01,34544.0
JAM,2011-01-01,7143.0
JPN,2011-01-01,35477.0
JOR,2011-01-01,10594.0
KAZ,2011-01-01,17738.0
KEN,2011-01-01,2553.0
KOR,2011-01-01,32325.0
KWT,2011-01-01,63719.0
KGZ,2011-01-01,3381.0
LAO,2011-01-01,3791.0
LVA,2011-01-01,16847.0
LBN,2011-01-01,16988.0
LSO,2011-01-01,2304.0
LBR,2011-01-01,896.0
LBY,2011-01-01,31419.0
LTU,2011-01-01,18340.0
LUX,2011-01-01,58364.0
MKD,2011-01-01,11625.0
MDG,2011-01-01,1301.0
MWI,2011-01-01,994.0
MYS,2011-01-01,17653.0
MLI,2011-01-01,1591.0
MLT,2011-01-01,24706.0
MRT,2011-01-01,2858.0
MUS,2011-01-01,15857.0
MEX,2011-01-01,14276.0
MDA,2011-01-01,4180.0
MNG,2011-01-01,7487.0
MNE,2011-01-01,14536.0
MAR,2011-01-01,6603.0
MOZ,2011-01-01,966.0
MMR,2011-01-01,3384.0
NAM,2011-01-01,7440.0
NPL,2011-01-01,2022.0
NLD,2011-01-01,44394.0
NZL,2011-01-01,30904.0
NIC,2011-01-01,3914.0
NER,2011-01-01,855.0
NGA,2011-01-01,5087.0
NOR,2011-01-01,72578.0
OMN,2011-01-01,43260.0
PAK,2011-01-01,4133.0
PAN,2011-01-01,15187.0
PNG,2011-01-01,
PRY,2011-01-01,6878.0
PER,2011-01-01,9309.0
PHL,2011-01-01,5449.0
POL,2011-01-01,20495.0
PRT,2011-01-01,25589.0
QAT,2011-01-01,123057.0
ROU,2011-01-01,16393.0
RUS,2011-01-01,20255.0
RWA,2011-01-01,1361.0
SAU,2011-01-01,39370.0
SEN,2011-01-01,2120.0
SRB,2011-01-01,11872.0
SYC,2011-01-01,19810.0
SLE,2011-01-01,1303.0
SGP,2011-01-01,61827.0
SVK,2011-01-01,22555.0
SVN,2011-01-01,25660.0
ZAF,2011-01-01,11288.0
ESP,2011-01-01,32160.0
LKA,2011-01-01,7844.0
SDN,2011-01-01,3419.0
SUR,2011-01-01,
SWZ,2011-01-01,7442.0
SWE,2011-01-01,42043.0
CHE,2011-01-01,54377.0
SYR,2011-01-01,5678.0
TWN,2011-01-01,37804.0
TJK,2011-01-01,2893.0
TZA,2011-01-01,2002.0
THA,2011-01-01,12586.0
TLS,2011-01-01,
TGO,2011-01-01,1232.0
TTO,2011-01-01,25687.0
TUN,2011-01-01,10735.0
TUR,2011-01-01,16211.0
UGA,2011-01-01,1772.0
UKR,2011-01-01,9250.0
ARE,2011-01-01,58565.0
GBR,2011-01-01,35116.0
USA,2011-01-01,49267.0
URY,2011-01-01,15854.0
VEN,2011-01-01,16161.0
VNM,2011-01-01,4465.0
YEM,2011-01-01,4363.0
ZMB,2011-01-01,2900.0
ZWE,2011-01-01,1425.0
ALB,2010-01-01,9373.0
DZA,2010-01-01,11172.0
AGO,2010-01-01,5212.0
ARG,2010-01-01,16893.0
ARM,2010-01-01,6906.0
AUS,2010-01-01,42914.0
AUT,2010-01-01,40055.0
AZE,2010-01-01,10804.0
BHS,2010-01-01,
BHR,2010-01-01,36129.0
BGD,2010-01-01,2144.0
BRB,2010-01-01,15765.0
BLR,2010-01-01,14573.0
BEL,2010-01-01,37260.0
BLZ,2010-01-01,
BEN,2010-01-01,1857.0
BTN,2010-01-01,
BOL,2010-01-01,4434.0
BIH,2010-01-01,8624.0
BWA,2010-01-01,11246.0
BRA,2010-01-01,11700.0
BRN,2010-01-01,
BGR,2010-01-01,14797.0
BFA,2010-01-01,1265.0
BDI,2010-01-01,774.0
KHM,2010-01-01,2274.0
CMR,2010-01-01,2383.0
CAN,2010-01-01,39214.0
CPV,2010-01-01,5666.0
CAF,2010-01-01,849.0
TCD,2010-01-01,1444.0
CHL,2010-01-01,15941.0
CHN,2010-01-01,8394.0
COL,2010-01-01,9843.0
COD,2010-01-01,615.0
COG,2010-01-01,3566.0
CRI,2010-01-01,11769.0
CIV,2010-01-01,2400.0
HRV,2010-01-01,19645.0
CYP,2010-01-01,30050.0
CZE,2010-01-01,25821.0
DNK,2010-01-01,40629.0
DOM,2010-01-01,10783.0
ECU,2010-01-01,8524.0
EGY,2010-01-01,8398.0
SLV,2010-01-01,6967.0
EST,2010-01-01,19387.0
ETH,2010-01-01,936.0
FJI,2010-01-01,
FIN,2010-01-01,37818.0
FRA,2010-01-01,35255.0
GAB,2010-01-01,11278.0
GMB,2010-01-01,1799.0
GEO,2010-01-01,7867.0
DEU,2010-01-01,39480.0
GHA,2010-01-01,2540.0
GRC,2010-01-01,28959.0
GTM,2010-01-01,6132.0
GIN,2010-01-01,1042.0
GNB,2010-01-01,1253.0
GUY,2010-01-01,
HTI,2010-01-01,1676.0
HND,2010-01-01,4048.0
HKG,2010-01-01,42672.0
HUN,2010-01-01,19799.0
ISL,2010-01-01,39098.0
IND,2010-01-01,3936.0
IDN,2010-01-01,6332.0
IRN,2010-01-01,17309.0
IRQ,2010-01-01,7964.0
IRL,2010-01-01,48126.0
ISR,2010-01-01,29106.0
ITA,2010-01-01,34766.0
JAM,2010-01-01,7146.0
JPN,2010-01-01,33798.0
JOR,2010-01-01,10602.0
KAZ,2010-01-01,15395.0
KEN,2010-01-01,2366.0
KOR,2010-01-01,30237.0
KWT,2010-01-01,62189.0
KGZ,2010-01-01,3384.0
LAO,2010-01-01,3599.0
LVA,2010-01-01,16439.0
LBN,2010-01-01,16230.0
LSO,2010-01-01,2515.0
LBR,2010-01-01,814.0
LBY,2010-01-01,30659.0
LTU,2010-01-01,17132.0
LUX,2010-01-01,55244.0
MKD,2010-01-01,11415.0
MDG,2010-01-01,1198.0
MWI,2010-01-01,997.0
MYS,2010-01-01,16645.0
MLI,2010-01-01,1487.0
MLT,2010-01-01,24547.0
MRT,2010-01-01,2546.0
MUS,2010-01-01,15485.0
MEX,2010-01-01,13474.0
MDA,2010-01-01,3568.0
MNG,2010-01-01,6723.0
MNE,2010-01-01,14296.0
MAR,2010-01-01,6164.0
MOZ,2010-01-01,972.0
MMR,2010-01-01,2820.0
NAM,2010-01-01,7311.0
NPL,2010-01-01,1847.0
NLD,2010-01-01,45285.0
NZL,2010-01-01,29852.0
NIC,2010-01-01,3730.0
NER,2010-01-01,761.0
NGA,2010-01-01,4550.0
NOR,2010-01-01,70175.0
OMN,2010-01-01,41592.0
PAK,2010-01-01,3901.0
PAN,2010-01-01,14285.0
PNG,2010-01-01,
PRY,2010-01-01,6321.0
PER,2010-01-01,8248.0
PHL,2010-01-01,5033.0
POL,2010-01-01,18984.0
PRT,2010-01-01,25078.0
QAT,2010-01-01,112421.0
ROU,2010-01-01,15779.0
RUS,2010-01-01,17864.0
RWA,2010-01-01,1271.0
SAU,2010-01-01,34644.0
SEN,2010-01-01,2072.0
SRB,2010-01-01,11828.0
SYC,2010-01-01,24167.0
SLE,2010-01-01,1253.0
SGP,2010-01-01,51138.0
SVK,2010-01-01,21688.0
SVN,2010-01-01,25973.0
ZAF,2010-01-01,11001.0
ESP,2010-01-01,32962.0
LKA,2010-01-01,7063.0
SDN,2010-01-01,3159.0
SUR,2010-01-01,
SWZ,2010-01-01,7074.0
SWE,2010-01-01,40320.0
CHE,2010-01-01,54184.0
SYR,2010-01-01,5166.0
TWN,2010-01-01,34978.0
TJK,2010-01-01,2594.0
TZA,2010-01-01,1842.0
THA,2010-01-01,11168.0
TLS,2010-01-01,
TGO,2010-01-01,1190.0
TTO,2010-01-01,22910.0
TUN,2010-01-01,10309.0
TUR,2010-01-01,14794.0
UGA,2010-01-01,1681.0
UKR,2010-01-01,8766.0
ARE,2010-01-01,63439.0
GBR,2010-01-01,35730.0
USA,2010-01-01,48453.0
URY,2010-01-01,13816.0
VEN,2010-01-01,13508.0
VNM,2010-01-01,4004.0
YEM,2010-01-01,3774.0
ZMB,2010-01-01,2658.0
ZWE,2010-01-01,1329.0
ALB,2009-01-01,8617.0
DZA,2009-01-01,12270.0
AGO,2009-01-01,6318.0
ARG,2009-01-01,18283.0
ARM,2009-01-01,7360.0
AUS,2009-01-01,43965.0
AUT,2009-01-01,40828.0
AZE,2009-01-01,10216.0
BHS,2009-01-01,
BHR,2009-01-01,46926.0
BGD,2009-01-01,1997.0
BRB,2009-01-01,16860.0
BLR,2009-01-01,14781.0
BEL,2009-01-01,36634.0
BLZ,2009-01-01,
BEN,2009-01-01,1897.0
BTN,2009-01-01,
BOL,2009-01-01,4305.0
BIH,2009-01-01,8228.0
BWA,2009-01-01,12318.0
BRA,2009-01-01,11352.0
BRN,2009-01-01,
BGR,2009-01-01,14734.0
BFA,2009-01-01,1295.0
BDI,2009-01-01,843.0
KHM,2009-01-01,2389.0
CMR,2009-01-01,2414.0
CAN,2009-01-01,43642.0
CPV,2009-01-01,5528.0
CAF,2009-01-01,880.0
TCD,2009-01-01,1605.0
CHL,2009-01-01,15817.0
CHN,2009-01-01,7741.0
COL,2009-01-01,9764.0
COD,2009-01-01,608.0
COG,2009-01-01,3875.0
CRI,2009-01-01,11391.0
CIV,2009-01-01,2215.0
HRV,2009-01-01,20406.0
CYP,2009-01-01,29136.0
CZE,2009-01-01,25857.0
DNK,2009-01-01,41520.0
DOM,2009-01-01,10224.0
ECU,2009-01-01,8790.0
EGY,2009-01-01,8191.0
SLV,2009-01-01,7316.0
EST,2009-01-01,20883.0
ETH,2009-01-01,989.0
FJI,2009-01-01,
FIN,2009-01-01,40357.0
FRA,2009-01-01,35755.0
GAB,2009-01-01,18388.0
GMB,2009-01-01,1820.0
GEO,2009-01-01,7458.0
DEU,2009-01-01,41333.0
GHA,2009-01-01,2647.0
GRC,2009-01-01,29288.0
GTM,2009-01-01,6051.0
GIN,2009-01-01,1163.0
GNB,2009-01-01,1275.0
GUY,2009-01-01,
HTI,2009-01-01,1660.0
HND,2009-01-01,4070.0
HKG,2009-01-01,45074.0
HUN,2009-01-01,19457.0
ISL,2009-01-01,39947.0
IND,2009-01-01,3754.0
IDN,2009-01-01,5790.0
IRN,2009-01-01,16991.0
IRQ,2009-01-01,7075.0
IRL,2009-01-01,49308.0
ISR,2009-01-01,28071.0
ITA,2009-01-01,35938.0
JAM,2009-01-01,6813.0
JPN,2009-01-01,35257.0
JOR,2009-01-01,9342.0
KAZ,2009-01-01,16214.0
KEN,2009-01-01,2272.0
KOR,2009-01-01,30412.0
KWT,2009-01-01,90071.0
KGZ,2009-01-01,3354.0
LAO,2009-01-01,3240.0
LVA,2009-01-01,18225.0
LBN,2009-01-01,14456.0
LSO,2009-01-01,2527.0
LBR,2009-01-01,873.0
LBY,2009-01-01,31457.0
LTU,2009-01-01,18693.0
LUX,2009-01-01,55292.0
MKD,2009-01-01,10750.0
MDG,2009-01-01,1208.0
MWI,2009-01-01,1262.0
MYS,2009-01-01,17770.0
MLI,2009-01-01,1382.0
MLT,2009-01-01,23157.0
MRT,2009-01-01,2695.0
MUS,2009-01-01,15152.0
MEX,2009-01-01,14442.0
MDA,2009-01-01,3503.0
MNG,2009-01-01,7034.0
MNE,2009-01-01,15054.0
MAR,2009-01-01,5803.0
MOZ,2009-01-01,974.0
MMR,2009-01-01,2737.0
NAM,2009-01-01,7499.0
NPL,2009-01-01,1644.0
NLD,2009-01-01,47481.0
NZL,2009-01-01,29132.0
NIC,2009-01-01,3704.0
NER,2009-01-01,748.0
NGA,2009-01-01,4218.0
NOR,2009-01-01,81923.0
OMN,2009-01-01,50637.0
PAK,2009-01-01,3761.0
PAN,2009-01-01,13887.0
PNG,2009-01-01,
PRY,2009-01-01,5980.0
PER,2009-01-01,8272.0
PHL,2009-01-01,4898.0
POL,2009-01-01,17677.0
PRT,2009-01-01,24575.0
QAT,2009-01-01,145029.0
ROU,2009-01-01,15620.0
RUS,2009-01-01,20022.0
RWA,2009-01-01,1190.0
SAU,2009-01-01,39887.0
SEN,2009-01-01,1987.0
SRB,2009-01-01,11719.0
SYC,2009-01-01,18236.0
SLE,2009-01-01,1183.0
SGP,2009-01-01,50435.0
SVK,2009-01-01,21876.0
SVN,2009-01-01,27380.0
ZAF,2009-01-01,11435.0
ESP,2009-01-01,33492.0
LKA,2009-01-01,6451.0
SDN,2009-01-01,3060.0
SUR,2009-01-01,
SWZ,2009-01-01,6696.0
SWE,2009-01-01,42310.0
CHE,2009-01-01,54830.0
SYR,2009-01-01,5307.0
TWN,2009-01-01,35776.0
TJK,2009-01-01,2759.0
TZA,2009-01-01,1826.0
THA,2009-01-01,11392.0
TLS,2009-01-01,
TGO,2009-01-01,1119.0
TTO,2009-01-01,32994.0
TUN,2009-01-01,10116.0
TUR,2009-01-01,15393.0
UGA,2009-01-01,1546.0
UKR,2009-01-01,10258.0
ARE,2009-01-01,83881.0
GBR,2009-01-01,37657.0
USA,2009-01-01,50276.0
URY,2009-01-01,13194.0
VEN,2009-01-01,15661.0
VNM,2009-01-01,4010.0
YEM,2009-01-01,3759.0
ZMB,2009-01-01,2440.0
ZWE,2009-01-01,1260.0
ALB,2008-01-01,7673.0
DZA,2008-01-01,11751.0
AGO,2008-01-01,5314.0
ARG,2008-01-01,17303.0
ARM,2008-01-01,6751.0
AUS,2008-01-01,42278.0
AUT,2008-01-01,40418.0
AZE,2008-01-01,9354.0
BHS,2008-01-01,
BHR,2008-01-01,38858.0
BGD,2008-01-01,1813.0
BRB,2008-01-01,18170.0
BLR,2008-01-01,12775.0
BEL,2008-01-01,35943.0
BLZ,2008-01-01,
BEN,2008-01-01,1887.0
BTN,2008-01-01,
BOL,2008-01-01,3882.0
BIH,2008-01-01,7747.0
BWA,2008-01-01,12525.0
BRA,2008-01-01,10264.0
BRN,2008-01-01,
BGR,2008-01-01,13709.0
BFA,2008-01-01,1289.0
BDI,2008-01-01,868.0
KHM,2008-01-01,2197.0
CMR,2008-01-01,2411.0
CAN,2008-01-01,42449.0
CPV,2008-01-01,5156.0
CAF,2008-01-01,887.0
TCD,2008-01-01,1593.0
CHL,2008-01-01,16392.0
CHN,2008-01-01,7482.0
COL,2008-01-01,9060.0
COD,2008-01-01,583.0
COG,2008-01-01,3429.0
CRI,2008-01-01,10921.0
CIV,2008-01-01,2097.0
HRV,2008-01-01,19299.0
CYP,2008-01-01,26591.0
CZE,2008-01-01,26622.0
DNK,2008-01-01,40664.0
DOM,2008-01-01,10182.0
ECU,2008-01-01,8033.0
EGY,2008-01-01,7086.0
SLV,2008-01-01,7205.0
EST,2008-01-01,21139.0
ETH,2008-01-01,889.0
FJI,2008-01-01,
FIN,2008-01-01,39772.0
FRA,2008-01-01,35855.0
GAB,2008-01-01,15961.0
GMB,2008-01-01,1873.0
GEO,2008-01-01,7004.0
DEU,2008-01-01,41047.0
GHA,2008-01-01,2432.0
GRC,2008-01-01,28325.0
GTM,2008-01-01,5926.0
GIN,2008-01-01,1091.0
GNB,2008-01-01,1280.0
GUY,2008-01-01,
HTI,2008-01-01,1746.0
HND,2008-01-01,4381.0
HKG,2008-01-01,52209.0
HUN,2008-01-01,18711.0
ISL,2008-01-01,36319.0
IND,2008-01-01,3333.0
IDN,2008-01-01,4843.0
IRN,2008-01-01,16964.0
IRQ,2008-01-01,5922.0
IRL,2008-01-01,55953.0
ISR,2008-01-01,28397.0
ITA,2008-01-01,35759.0
JAM,2008-01-01,6997.0
JPN,2008-01-01,36054.0
JOR,2008-01-01,7463.0
KAZ,2008-01-01,14209.0
KEN,2008-01-01,2239.0
KOR,2008-01-01,31144.0
KWT,2008-01-01,81001.0
KGZ,2008-01-01,2899.0
LAO,2008-01-01,2969.0
LVA,2008-01-01,17941.0
LBN,2008-01-01,13296.0
LSO,2008-01-01,2393.0
LBR,2008-01-01,711.0
LBY,2008-01-01,27953.0
LTU,2008-01-01,18024.0
LUX,2008-01-01,59983.0
MKD,2008-01-01,9797.0
MDG,2008-01-01,1124.0
MWI,2008-01-01,1164.0
MYS,2008-01-01,16511.0
MLI,2008-01-01,1266.0
MLT,2008-01-01,23227.0
MRT,2008-01-01,2831.0
MUS,2008-01-01,15139.0
MEX,2008-01-01,14180.0
MDA,2008-01-01,3259.0
MNG,2008-01-01,6579.0
MNE,2008-01-01,13656.0
MAR,2008-01-01,5168.0
MOZ,2008-01-01,944.0
MMR,2008-01-01,2487.0
NAM,2008-01-01,6878.0
NPL,2008-01-01,1496.0
NLD,2008-01-01,47515.0
NZL,2008-01-01,29007.0
NIC,2008-01-01,3549.0
NER,2008-01-01,715.0
NGA,2008-01-01,4136.0
NOR,2008-01-01,74813.0
OMN,2008-01-01,42888.0
PAK,2008-01-01,3559.0
PAN,2008-01-01,13125.0
PNG,2008-01-01,
PRY,2008-01-01,5786.0
PER,2008-01-01,7607.0
PHL,2008-01-01,4683.0
POL,2008-01-01,17025.0
PRT,2008-01-01,25004.0
QAT,2008-01-01,126927.0
ROU,2008-01-01,13566.0
RUS,2008-01-01,17799.0
RWA,2008-01-01,1053.0
SAU,2008-01-01,33516.0
SEN,2008-01-01,2006.0
SRB,2008-01-01,10543.0
SYC,2008-01-01,23664.0
SLE,2008-01-01,1122.0
SGP,2008-01-01,61178.0
SVK,2008-01-01,20526.0
SVN,2008-01-01,25897.0
ZAF,2008-01-01,11347.0
ESP,2008-01-01,33516.0
LKA,2008-01-01,6020.0
SDN,2008-01-01,2869.0
SUR,2008-01-01,
SWZ,2008-01-01,7033.0
SWE,2008-01-01,42314.0
CHE,2008-01-01,52541.0
SYR,2008-01-01,5195.0
TWN,2008-01-01,37808.0
TJK,2008-01-01,2359.0
TZA,2008-01-01,1743.0
THA,2008-01-01,10835.0
TLS,2008-01-01,
TGO,2008-01-01,1125.0
TTO,2008-01-01,27979.0
TUN,2008-01-01,9625.0
TUR,2008-01-01,14532.0
UGA,2008-01-01,1449.0
UKR,2008-01-01,9452.0
ARE,2008-01-01,88942.0
GBR,2008-01-01,38071.0
USA,2008-01-01,50902.0
URY,2008-01-01,11896.0
VEN,2008-01-01,13677.0
VNM,2008-01-01,3814.0
YEM,2008-01-01,3500.0
ZMB,2008-01-01,2345.0
ZWE,2008-01-01,1522.0
ALB,2007-01-01,7111.0
